text,rate,number,rank,inform_tip 
JOJO的奇妙冒险 总集篇,7.4,(67人评分),1202,"
3话 / 2014年1月1日 "
迷糊女战士,7.4,(99人评分),1203,"
26话 / 1999年10月7日 / ワタナベシンイチ / 石野聡 "
到另一个你的身边去,7.3,(273人评分),1204,"
24话 / 2005年10月11日 "
曙光Q,7.4,(104人评分),1205,"
2话 / 1987年2月28日 "
Yes! 光之美少女5 GO GO!,7.4,(123人评分),1206,"
48话 / 2008年2月3日 "
守护者联盟,7.3,(179人评分),1207,"
2012-11-21 / Peter Ramsey "
巴加的工作室,7.3,(301人评分),1208,"
1话 / 2017年10月28日 "
侵略！乌贼娘,7.3,(3016人评分),1209,"
12话 / 2010年10月5日 / 水島努 / 安部真弘（秋田書店「週刊少年チャンピオン」連載） / 石川雅一 "
圣哥传,7.3,(572人评分),1210,"
1话 / 2013年5月10日 / 高雄統子 / 中村光 "
Re: 甜心战士,7.4,(138人评分),1211,"
3话 / 2004年7月24日 / 今石洋之、伊藤尚往、摩砂雪 / 永井豪 "
虎面人W,7.4,(53人评分),1212,"
38话 / 2016年10月1日 / 梶原一騎 / 香川久 "
剧场版 精灵宝可梦超世代：梦幻与波导的勇者 路卡利欧,7.3,(424人评分),1213,"
日本：2005-07-16、台湾：2006-06-30、美国：2006-09-19等 / 汤山邦彦 / 田尻智、増田順一、杉森建 / 毛利和昭、松原徳弘、一石小百合 "
秦时明月之诸子百家,7.3,(601人评分),1214,"
34话 / 2010年6月23日 / 沈乐平 / 温世仁 "
GA 艺术科美术设计班 OVA,7.3,(190人评分),1215,"
1话 / 2010年4月2日 / 桜井弘明 / きゆづきさとこ / 渡辺敦子 "
短暂和平,7.3,(360人评分),1216,"
4话 / 2013年7月20日 "
Re：从零开始的异世界生活,7.3,(5436人评分),1217,"
25话 / 2016年4月3日 / 渡邊政治 / 長月達平 "
蒸汽男孩,7.3,(680人评分),1218,"
1话 / 2004年7月17日 / 大友克洋 "
巴哈姆特之怒 GENESIS,7.3,(1759人评分),1219,"
12话 / 2014年10月6日 "
打工吧！魔王大人,7.3,(4772人评分),1220,"
13话 / 2013年4月4日 / 和ヶ原聡司 "
暴力宇宙海贼 剧场版 亚空的深渊,7.3,(261人评分),1221,"
2014年2月22日 "
幻想万华镜 花之异变之章,7.3,(327人评分),1222,"
2话 / 2015年5月24日 "
浪客剑心 星霜篇,7.3,(426人评分),1223,"
2话 / 2001年12月19日 "
人生Best Ten,7.3,(388人评分),1224,"
1话 / 2013年3月17日 "
间之楔,7.3,(324人评分),1225,"
4话 / 2012年1月18日 "
妖怪手表,7.3,(137人评分),1226,"
214话 / 2014年1月8日 "
奇诺之旅,7.3,(851人评分),1227,"
12话 / 2017年10月6日 / 田口智久 / 時雨沢恵一（電撃文庫刊） / アミサキリョウコ(網嵜涼子) "
银河天使X,7.4,(67人评分),1228,"
26话 / 2004年7月7日 / 高柳滋仁 / ブロッコリー "
新我们这一家,7.4,(52人评分),1229,"
26话 / 2015年10月6日 / けらえいこ (KADOKAWA刊) / 大武正枝 "
天才麻将少女 阿知贺篇,7.3,(2263人评分),1230,"
16话 / 2012年4月8日 / 小林立 "
FLAG,7.3,(157人评分),1231,"
13话 / 2006年6月16日 / 高橋良輔、TEAM FLAG "
ACCA13区监察课,7.3,(1322人评分),1232,"
12话 / 2017年1月10日 / 夏目真悟 / オノ・ナツメ "
Smile 光之美少女！绘本里的世界都不协调！,7.4,(125人评分),1233,"
2012年10月27日 "
火影忍者 剧场版 博人传,7.3,(937人评分),1234,"
1话 / 2015年8月7日 "
长发公主,7.3,(381人评分),1235,"
1话 / 2010年11月24日 "
天元突破 Parallel Works,7.4,(84人评分),1236,"
8话 / 2008年6月16日 "
头文字D Fifth Stage,7.3,(435人评分),1237,"
14话 / 2012年11月9日 / 橋本みつお / しげの秀一 "
灰色的乐园,7.3,(1253人评分),1238,"
10话 / 2015年4月19日 "
神是中学生,7.3,(525人评分),1239,"
16话 / 2005年6月29日 / 舛成孝二 / ベサメムーチョ / 千葉崇洋 "
超时空要塞7 银河在呼唤我,7.3,(181人评分),1240,"
1995年10月7日 / アミノテツロー / 河森正治 / 美樹本晴彦 "
我的女神 剧场版,7.3,(264人评分),1241,"
2000年10月21日 / 合田浩章 / 藤島康介 / 松原秀典 "
银河英雄传说 Die Neue These 邂逅,7.3,(821人评分),1242,"
12话 / 2018年4月3日 / 多田俊介 / 田中芳樹「銀河英雄伝説」（東京創元社） / 菊地洋子、寺岡巌、津島桂 "
今天的五年二班 OVA,7.3,(648人评分),1243,"
4话 / 2006年3月24日 / 則座誠 / 桜場コハル "
蔷薇少女,7.3,(2418人评分),1244,"
12话 / 2004年10月7日 / 松尾衡 / PEACH-PIT (幻冬舎コミックス刊「月刊コミックバーズ」連載中) / 石井久美 "
卑鄙的我,7.3,(857人评分),1245,"
1话 / 2010-07-09 "
我要上太空,7.4,(63人评分),1246,"
20话 / 2003年11月1日 / 柳沼行 "
未来都市NO.6,7.3,(3242人评分),1247,"
11话 / 2011年7月7日 / 長崎健司 / あさのあつこ（YA!ENTERTAINMENT/講談社） "
地狱少女,7.3,(2363人评分),1248,"
26话 / 2005年10月4日 / 大森貴弘 / 地獄少女プロジェクト / 岡真里子 "
学生会的一己之见,7.3,(3258人评分),1249,"
12话 / 2009年10月2日 / 佐藤卓哉 / 葵せきな・狗神煌（富士見ファンタジア文庫刊） / 堀井久美 "
死或生VS最终幻想,7.3,(131人评分),1250,"
6话 / 2007年10月15日 "
蝙蝠侠 (1992),7.4,(77人评分),1251,"
85话 / 1992 / Kevin Altieri,Kent Butterworth,Boyd Kirkland,Frank Paur, Eric Radomski Dan Riba Dick Sebast Bruce Timm "
机魂末世录,7.3,(121人评分),1252,"
22话 / 2003年4月16日 / 浜崎博嗣 "
鬼灯的冷彻 OAD,7.3,(329人评分),1253,"
4话 / 2015年2月23日 / 鏑木ひろ(1-3)、米田和弘(4-) / 江口夏実 / 加藤寛崇(1-3)、お祭似郎(4-) "
Da!Da!Da!,7.3,(84人评分),1254,"
78话 / 2000年4月4日 / 桜井弘明 / 川村美香 / 音地正行 "
火影忍者疾风传,7.3,(2114人评分),1255,"
500话 / 2007年2月15日 / 伊達勇登(220-699)、小林治(700-703)、今千秋(704-708)、渡部穏寛(709-713)、むらた雅彦(714-720) / 岸本斉史、ストーリー協力：矢野隆(671-678、709-713)、十和田シン(704-708)、ひなたしょう(714-720) "
兽之奏者艾琳,7.3,(164人评分),1256,"
50话 / 2009年1月11日 / 浜名孝行 / 上桥菜穂子 / 后藤隆幸 "
我们这一家,7.4,(83人评分),1257,"
330话 / 2002年4月19日 / 大地丙太郎（第1回 - 第4回） → やすみ哲夫（第9回 - ） / けらえいこ（メディアファクトリー刊） "
雨之城,7.3,(361人评分),1258,"
1话 / 2011年3月10日 "
超级无敌掌门狗：月球野餐记,7.4,(59人评分),1259,"
1989(英国短片电影节) / 1990-12-24(英国) / Nick Park "
这个美术社大有问题！,7.3,(2609人评分),1260,"
12话 / 2016年7月7日 / いみぎむる "
剧场版 银河机攻队Majestic Prince 觉醒的基因,7.4,(93人评分),1261,"
1话 / 2016年11月4日 / 元永慶太郎 / 創通／フィールズ "
蔷薇少女 梦之终结,7.3,(1712人评分),1262,"
12话 / 2005年10月20日 / 松尾衡 / PEACH-PIT (幻冬舎コミックス刊「月刊コミックバーズ」連載中) / 石井久美 "
电影少女,7.3,(174人评分),1263,"
6话 / 1992年3月27日 / 西久保瑞穂 / 桂正和 "
刺客伍六七,7.3,(395人评分),1264,"
14话 / 2018年4月25日 / 何小疯 "
穷神,7.3,(2770人评分),1265,"
13话 / 2012年7月4日 / 藤田陽一 / 助野嘉昭 "
校园乌托邦 学美向前冲！,7.3,(400人评分),1266,"
13话 / 2007年1月7日 / 平尾隆之（テクニカルディレクター） / ufotable / 小笠原篤（ビジュアルディレクター） "
军火女王,7.3,(2702人评分),1267,"
12话 / 2012年4月10日 / 高橋慶太郎 "
世界第一初恋 情人节篇,7.3,(204人评分),1268,"
2014年3月15日 "
请问您今天要来点兔子吗？？～Dear My Sister～,7.3,(569人评分),1269,"
1话 / 2017年11月11日 / Koi（芳文社「まんがタイムきららMAX」連載） "
Candy☆Boy,7.3,(243人评分),1270,"
1话 / 2007年11月22日 "
暖心日记,7.3,(206人评分),1271,"
10话 / 2016年6月6日 / 松井久美 / 深町なか "
强袭魔女 第二季,7.3,(1160人评分),1272,"
12话 / 2010年7月7日 / 高村和宏 / 島田フミカネ & Projekt Kagonish / 高村和宏 "
暴力云与送子鹳,7.3,(179人评分),1273,"
2009 / Peter Sohn "
秀逗魔导士SPECIAL,7.3,(115人评分),1274,"
3话 / 1996年7月25日 "
笨蛋，测验，召唤兽 ～祭～,7.3,(1595人评分),1275,"
2话 / 2011年2月23日 / 大沼心 / 井上堅二 / 大島美和 "
中二病也要谈恋爱！,7.3,(7469人评分),1276,"
13话 / 2012年10月3日 / 虎虎 "
骷髅13,7.3,(116人评分),1277,"
50话 / 2008年4月11日 "
小小雪精灵,7.3,(113人评分),1278,"
24话 / 2001年10月3日 "
美食总动员,7.3,(781人评分),1279,"
2007-06-29 / 布拉德·伯德 / 简·皮克瓦 "
铁马少年,7.3,(133人评分),1280,"
26话 / 2007年4月3日 / 安田刚士 / 岡勇一 "
绝爱,7.3,(203人评分),1281,"
3话 / 1992年7月29日 / 尾崎南 "
SSSS.古立特,7.3,(2077人评分),1282,"
12话 / 2018年10月6日 / 雨宮哲 / グリッドマン "
图书馆战争 革命之翼,7.3,(486人评分),1283,"
1话 / 2012年6月16日 / 浜名孝行 / 有川浩 「図書館戦争」シリーズ(角川文庫刊) "
奇探加杰特,7.4,(52人评分),1285,"
86话 / 1983年 "
科学小飞侠Crowds insight,7.3,(493人评分),1286,"
12话 / 2015年7月5日 "
剧场版 心理测量者,7.3,(1376人评分),1287,"
1话 / 2015年1月9日 / 塩谷直義 / 恩田尚之、浅野恭司 "
超时空要塞 Flash Back 2012,7.3,(177人评分),1288,"
1话 / 1987年6月21日 / 河森正治 / スタジオぬえ / 美樹本晴彦 "
超扯童话血多,7.3,(80人评分),1289,"
19话 / 2008-11-04 "
驱魔少年,7.3,(1356人评分),1290,"
103话 / 2006年10月3日 / 鍋島修 / 星野桂 / 守岡英行 "
我的女神 缤纷之翼,7.3,(288人评分),1291,"
24话 / 2006年4月6日 / 合田浩章 / 藤島康介 / 松原秀典 "
魔法使的新娘,7.3,(1143人评分),1292,"
24话 / 2017年10月7日 / ヤマザキコレ "
分身战士,7.3,(198人评分),1293,"
26话 / 2001年7月4日 / 谷口悟朗 / 矢立肇 / 平井久司 "
我的女神,7.3,(572人评分),1294,"
24话 / 2005年1月6日 / 合田浩章 / 藤島康介 / 松原秀典 "
食戟之灵 贰之皿,7.3,(2227人评分),1295,"
13话 / 2016年7月2日 / 米たにヨシトモ / 附田祐斗・佐伯俊 "
三眼神童,7.3,(303人评分),1296,"
48话 / 1990年10月18日 / うえだひでひと / 手塚治虫 / 宇田川一彦 "
大雄与白金迷宫,7.3,(149人评分),1297,"
1993年3月6日 "
犬夜叉 天下霸道之剑,7.3,(555人评分),1298,"
1话 / 2003年12月20日 / 篠原俊哉 "
青之驱魔师,7.3,(4625人评分),1299,"
25话 / 2011年4月17日 / 岡村天斎 / 加藤和恵 / 佐々木啓悟 "
海豚便利店,7.3,(128人评分),1300,"
1话 / 2004年6月10日 / 大地丙太郎 / 大地丙太郎 / 柴田由香 "
奇幻贵公子,7.3,(677人评分),1301,"
25话 / 2006年10月3日 / 真野玲 / 小野不由美、いなだ詩穂（KCなかよし・講談社漫画文庫刊） "
空之色，水之色,7.3,(878人评分),1302,"
2话 / 2006年7月28日 / Ciel/rpm / 黒田和也 "
光之美少女全明星DX2 希望之光☆守护彩虹宝石!,7.3,(130人评分),1303,"
2010年3月20日 "
银魂剧场版 白夜叉降诞 预告,7.3,(98人评分),1304,"
1话 / 2008年9月21日 "
黑美 动画制作进行,7.3,(176人评分),1305,"
2话 / 2002年9月25日 / 大地丙太郎 "
罗德斯岛战记-英雄骑士传-,7.3,(163人评分),1306,"
27话 / 1998年4月1日 / 高本宣弘 / 水野良 / そえたかずひろ、あずまのこうじ／佐々木敏子 "
次元舰队,7.3,(102人评分),1307,"
26话 / 2004年10月7日 / 古橋一浩 / 馬越嘉彦 "
月神,7.3,(101人评分),1308,"
2011年6月(法国昂西动画节) / 2012年6月22日(美国) / Enrico Casarosa "
天堂餐馆,7.3,(380人评分),1309,"
11话 / 2009年4月8日 / 加瀬充子 / オノ・ナツメ "
汽船威利号,7.4,(51人评分),1310,"
1928-11-18 / Walt Disney / Ub Iwerks "
鸭子生活,7.3,(265人评分),1311,"
40话 / 2013年4月7日 / マツダユカ "
GA 艺术科美术设计班,7.3,(593人评分),1312,"
12话 / 2009年7月6日 / 桜井弘明 / きゆづきさとこ / 渡辺敦子 "
南家三姐妹 欢迎回来,7.3,(1951人评分),1313,"
13话 / 2009年1月4日 / 及川啓 / 桜場コハル "
.hack//Quantum,7.3,(331人评分),1314,"
3话 / 2011年1月28日 / .hack　Conglomerate "
返乡战士,7.3,(218人评分),1315,"
26话 / 2002月9月7日 "
灼眼的夏娜,7.3,(4227人评分),1316,"
24话 / 2005年10月5日 / 渡部高志 / 高橋弥七郎 / 大塚舞 "
战勇。,7.3,(1620人评分),1317,"
13话 / 2013年1月8日 / 春原ロビンソン "
哆啦A梦 大雄与风之使者,7.3,(195人评分),1318,"
2003年3月8日 / 芝山努 / 藤子・F・不二雄 "
复苏的天空 -救援之翼-,7.3,(84人评分),1319,"
13话 / 2006年1月8日 / 桜美かつし / 竹内哲也 "
枪心剑刃,7.3,(294人评分),1320,"
26话 / 2005年7月4日 / 谷口悟朗 "
滑头鬼之孙～千年魔京～,7.3,(2189人评分),1321,"
26话 / 2011年7月3日 / 椎橋寛 "
新撰组异闻录-铁,7.3,(588人评分),1322,"
24话 / 2003年10月7日 / 平田智浩 "
现视研 二代目 OAD,7.3,(318人评分),1323,"
1话 / 2013年12月20日 / 水島努 / 木尾士目  "
蜡笔小新 呼风唤雨！光荣的烤肉之路,7.3,(83人评分),1324,"
2003年4月19日 / 水島努 / 臼井儀人 / 末吉裕一郎 "
小林家的龙女仆,7.3,(4565人评分),1325,"
13话 / 2017年1月11日 / 武本康弘 / クール教信者（双葉社「月刊アクション」連載中） / 門脇未来 "
神偷卡门,7.3,(80人评分),1326,"
40话 / 1994年2月5日 "
翼神传说 多元变奏曲,7.3,(287人评分),1327,"
1话 / 2003年4月19日 / 京田知己 / BONES、出渕裕 / 菅野宏紀 "
少年科学俱乐部,7.3,(75人评分),1328,"
5话 / 1992年6月3日 / 鶴田謙二 "
铁臂阿童木,7.3,(295人评分),1329,"
50话 / 2003年4月6日 "
七大罪,7.3,(2273人评分),1330,"
24话 / 2014年10月5日 / 鈴木央 / 佐々木啓悟 小松麻美 "
天使之卵,7.3,(281人评分),1331,"
1话 / 1985年12月22日 / 押井守 / 押井守 / 天野喜孝 "
只有神知道的世界,7.3,(4178人评分),1332,"
12话 / 2010年10月6日 / 高柳滋仁 / 若木民喜 / 渡辺明夫 "
舞动青春,7.3,(964人评分),1333,"
24话 / 2017年7月8日 / 竹内友 "
BanG Dream! 少女乐团派对！☆PICO,7.3,(136人评分),1334,"
26话 / 2018年7月5日 / 宫崎星矢 "
秀逗魔导士EXCELLENT,7.3,(112人评分),1335,"
3话 / 1998年10月25日 "
名侦探柯南 世纪末的魔术师,7.3,(1785人评分),1336,"
1话 / 1999年4月17日 / こだま兼嗣 / 青山剛昌 / 須藤昌朋 "
豹头王传说,7.3,(263人评分),1337,"
26话 / 2009年4月5日 / 村田俊治 "
传颂之物,7.3,(1612人评分),1338,"
26话 / 2006年4月3日 / 小林智樹 / Leaf、アクアプラス / 中田正彦 "
夏之岚,7.3,(665人评分),1339,"
13话 / 2009年4月5日 / 新房昭之 / 小林尽 / 大田和寛 "
天使的小生意气,7.3,(91人评分),1340,"
50话 / 2002年4月6日 / 奥脇雅晴 / 西森博之（天使な小生意気 小学館『週刊少年サンデー』） "
钱进球场 第二季,7.3,(206人评分),1341,"
12话 / 2018年10月5日 / 森高夕次(コージィ城倉)、アダチケイジ「グラゼニ」（モーニング / 講談社） "
乐高大电影,7.3,(108人评分),1342,"
1话 / 2014-02-07(美国) / 菲尔·罗德 / 克里斯托弗·米勒 "
百合星人奈绪子 OVA,7.3,(383人评分),1343,"
1话 / 2012年2月15日 / kashmir『百合星人ナオコサン』（『月刊コミック電撃大王』連載） "
CLAMP仙境,7.3,(63人评分),1344,"
2话 / 1994年11月21日 "
Go! Princess 光之美少女：Go!Go!!豪华三合一!!!,7.3,(72人评分),1345,"
1话 / 2015年10月31日 "
蔷薇少女 序曲,7.3,(952人评分),1346,"
2话 / 2006年12月22日 / 松尾衡 / PEACH-PIT (幻冬舎コミックス刊「月刊コミックバーズ」連載中) / 石井久美 "
星舰驾驶员,7.3,(174人评分),1347,"
13话 / 2005年1月5日 "
信长的忍者,7.3,(486人评分),1348,"
26话 / 2016年10月4日 / 重野なおき "
我家也有外星人,7.3,(157人评分),1349,"
13话 / 2000年4月26日 / 佐藤卓哉 / 安倍吉俊 "
海贼王 奈美特别篇 领航员之泪与伙伴的羁绊,7.3,(93人评分),1350,"
1话 / 2012年8月25日 "
剧场版 超时空要塞F 恋离飞翼,7.3,(978人评分),1351,"
1话 / 2011年2月26日 / 河森正治 / 河森正治 "
军火女王 PERFECT ORDER,7.3,(1840人评分),1352,"
12话 / 2012年10月9日 "
饮湖上初晴后雨,7.3,(77人评分),1353,"
1话 / 2017年10月10日 / 彭擎政 / 彭擎政、张珑膑 "
和殿下一起 1分钟剧场,7.3,(314人评分),1354,"
12话 / 2010年7月5日 / まんきゅう / 大羽快 "
擅长捉弄的高木同学,7.3,(1492人评分),1355,"
12话 / 2018年1月8日 / 赤城博昭 / 山本崇一朗「からかい上手の高木さん」（小学館「ゲッサン」連載中） / 高野綾 "
读或死 TV,7.3,(579人评分),1356,"
26话 / 2003年9月1日 / 舛成孝二 / 倉田英之 "
剧场版 精灵宝可梦超世代：七夜的许愿星 基拉祈,7.3,(390人评分),1357,"
日本：2003-07-19、台湾：2004-01-31、美国：2004-06-01等 / 汤山邦彦 / 田尻智、増田順一、杉森建 / 毛利和昭、松原徳弘、一石小百合 "
H2 好逑双物语,7.3,(82人评分),1358,"
41话 / 1995年6月1日 / あだち充 / 平田智浩 "
传说巨神伊迪安 接触篇,7.3,(99人评分),1359,"
1982年7月10日 "
初夜,7.3,(137人评分),1360,"
1话 / 2001年6月25日 "
我叫MT 第一季,7.3,(478人评分),1361,"
10话 / 2009-07-09 / 核桃 / 魔兽世界 "
甜甜私房猫 OAD,7.3,(60人评分),1362,"
1话 / 2010年4月23日 / 增原光幸 "
魔女猎人罗宾,7.3,(224人评分),1363,"
26话 / 2002年7月2日 "
竹刀少女,7.3,(964人评分),1364,"
26话 / 2007年10月1日 / 斎藤久 / 土塚理弘 "
诱惑COUNT DOWN,7.3,(71人评分),1365,"
9话 / 1998年11月6日 "
战栗杀机,7.3,(386人评分),1366,"
24话 / 2018年7月5日 / 内海紘子 / 吉田秋生「BANANA FISH」（小学館 フラワーコミックス刊） / 林明美 "
铁臂阿童木,7.3,(205人评分),1367,"
52话 / 1980年10月1日 "
机动战士高达独角兽 RE:0096,7.3,(465人评分),1368,"
22话 / 2016年4月3日 / 古橋一浩 / 福井晴敏 "
寒蝉鸣泣之时 礼,7.3,(1986人评分),1369,"
5话 / 2009年2月25日 / 川瀬敏文 / 竜騎士07／07th Expansion / 黒田和也 "
鬼牌游戏,7.3,(1542人评分),1370,"
12话 / 2016年4月5日 / 野村和也 / 柳広司 「ジョーカー・ゲーム」シリーズ（角川文庫・KADOKAWA刊） "
名侦探柯南 瞳孔中的暗杀者,7.2,(1727人评分),1371,"
1话 / 2000年4月22日 / こだま兼嗣 / 青山剛昌 / 須藤昌朋 "
FREEDOM,7.3,(94人评分),1372,"
7话 / 2006年11月24日 "
路人女主的养成方法,7.2,(4911人评分),1373,"
13话 / 2015年1月8日 "
齐木楠雄的灾难 完结篇,7.3,(314人评分),1374,"
2话 / 2018年12月28日 "
夜樱四重奏 花之歌,7.2,(778人评分),1375,"
13话 / 2013年10月6日 "
爱丽丝梦游仙境,7.3,(79人评分),1376,"
1951 "
名侦探柯南 引爆摩天楼,7.2,(1817人评分),1377,"
1话 / 1997年4月19日 / こだま兼嗣 / 青山剛昌 / 須藤昌朋 "
花丸幼稚园,7.2,(1581人评分),1378,"
12话 / 2010年1月10日 / 水島精二 / 勇人 / 大塚舞 "
骑乘挑战,7.3,(119人评分),1379,"
1话 / 1989年2月22日 "
我的青春恋爱物语果然有问题 OVA,7.2,(1685人评分),1380,"
1话 / 2013年9月19日 / 渡航 "
魔法少女奈叶 Reflection,7.3,(279人评分),1381,"
1话 / 2017年7月22日 / 浜名孝行 / 都築真紀 / 橋立佳奈 "
恋爱暴君,7.2,(488人评分),1382,"
2话 / 2010年6月25日 / 川久保圭史 / 高永ひなこ（海王社／GUSH COMICS） / 広田知子 "
2112年哆啦A梦的诞生,7.3,(56人评分),1383,"
1995年3月4日 "
爆炸头武士,7.2,(406人评分),1384,"
5话 / 2007年1月4日 "
足球小将,7.2,(713人评分),1385,"
128话 / 1983年10月13日 "
玉响～more aggressive～ OVA,7.3,(204人评分),1386,"
1话 / 2014年6月7日 "
柯赛特的肖像,7.2,(624人评分),1387,"
3话 / 2004年5月26日 / 新房昭之 "
彼女×彼女×彼女 ～和三姐妹心跳的共同生活～,7.2,(789人评分),1388,"
3话 / 2009年12月25日 "
百变之星 崭新之翼 EXTRA STAGE 不笑的公主,7.3,(187人评分),1389,"
1话 / 2004年10月22日 "
钻石王牌 OAD,7.3,(69人评分),1390,"
3话 / 2014年11月17日 / 浜名孝行 / 植田実 "
IDOLiSH7,7.3,(168人评分),1391,"
17话 / 2018年1月7日 / バンダイナムコオンライン・都志見文太 "
京骚戏画,7.2,(849人评分),1392,"
5话 / 2012年8月31日 "
怪物家族,7.3,(91人评分),1393,"
10话 / 2011-4 "
四月是你的谎言 OAD,7.2,(740人评分),1394,"
1话 / 2015年5月15日 "
全金属狂潮 Invisible Victory,7.2,(1036人评分),1395,"
12话 / 2018年4月13日 / 中山勝一 / 賀東招二「フルメタル・パニック！」（ファンタジア文庫 / KADOKAWA） / 堀内修 "
四驱兄弟WGP,7.3,(536人评分),1396,"
51话 / 1997年1月6日 "
天方魔谭MAGI 第二季,7.2,(1015人评分),1397,"
25话 / 2013年10月6日 "
十字路口,7.2,(834人评分),1398,"
1话 / 2014年2月25日 / 新海誠 "
我的妹妹哪有这么可爱！,7.2,(6786人评分),1399,"
16话 / 2010年10月3日 / 神戸洋行 / 伏見つかさ / 織田広之 "
葫芦兄弟第二部,7.2,(456人评分),1400,"
6话 / 1989 / 胡进庆 / 沈祖慰 / 葛桂云 "
鲁邦三世：血之刻印 永远的Mermaid,7.3,(60人评分),1401,"
1话 / 2011年12月02日 "
Fate/Zero Remix,7.2,(582人评分),1402,"
2话 / 2012年3月25日 / 虚淵玄(Nitro+)/TYPE-MOON "
哆啦A梦 大雄的恐龙,7.2,(260人评分),1403,"
1980年3月15日 / 福富博 / 藤子・F・不二雄 "
大雄的结婚前夜,7.3,(61人评分),1404,"
1999年3月6日 "
Just Because!,7.2,(1542人评分),1405,"
12话 / 2017年10月5日 "
绿林寮,7.3,(68人评分),1406,"
6话 / 1991年11月22日 / 那州雪絵（白泉社「花とゆめ」） / 後藤真砂子 "
岸边露伴一动不动 六壁坂,7.2,(152人评分),1407,"
1话 / 2018年7月19日 / 荒木飛呂彦 "
BLOOD+,7.2,(830人评分),1408,"
50话 / 2005年10月8日 / Production I.G、Aniplex / 箸井地図 "
艳母,7.2,(301人评分),1409,"
6话 / 2003年11月25日 / みやびつづる "
聪明的一休,7.2,(726人评分),1410,"
296话 / 1975年10月15日 "
偶像活动Stars,7.3,(73人评分),1411,"
50话 / 2016年4月7日 "
天地无用! 魉皇鬼 第2期,7.3,(57人评分),1412,"
7话 / 1994年9月25日 "
GOSICK,7.2,(4099人评分),1413,"
24话 / 2011年1月7日 / 難波日登志 / 桜庭一樹 / 川元利浩・富岡隆司 "
变相怪杰,7.3,(59人评分),1414,"
55话 / 1995-08-12 "
野良神 ARAGOTO,7.2,(2504人评分),1415,"
13话 / 2015年10月2日 / タムラコータロー / あだちとか "
魔法使的新娘 等待繁星之人,7.2,(510人评分),1416,"
3话 / 2016年9月10日 / ヤマザキコレ（マッグガーデン刊） "
鲁邦三世：见鬼去吧！诺查丹玛斯,7.3,(53人评分),1417,"
1995年4月22日 "
剧场版∀高达I 地球光,7.3,(152人评分),1418,"
2002年2月9日 / 富野由悠季 "
轻声密语,7.2,(482人评分),1419,"
13话 / 2009年10月7日 / 菅沼栄治 / いけだ たかし（月刊コミックアライブ連載／メディアファクトリー刊） "
错误404：你所寻找的动画不存在,7.2,(270人评分),1420,"
1话 / 2011.9.6 "
黄金神威,7.2,(699人评分),1421,"
12话 / 2018年4月9日 / 難波日登志 / 野田サトル（集英社「週刊ヤングジャンプ」連載） / 大貫健一 "
赛马娘 Pretty Derby,7.2,(1056人评分),1422,"
16话 / 2018年4月1日 "
我们的存在,7.2,(671人评分),1423,"
26话 / 2006年7月5日 / 大地丙太郎 / 小畑友紀 "
大雄的大魔境,7.2,(167人评分),1424,"
1话 / 1982年3月13日 "
秀逗魔导士GORGEOUS,7.3,(91人评分),1425,"
1998年8月1日 "
百日红,7.2,(186人评分),1426,"
1话 / 2015年5月9日 "
宝莲灯,7.2,(1159人评分),1427,"
1话 / 1999-01-01 / 常光希 "
人鱼之伤,7.3,(57人评分),1428,"
1话 / 1993年9月24日 / 浅香守生 / 高橋留美子 / 高橋久美子 "
死亡台球,7.2,(959人评分),1429,"
1话 / 2013年3月2日 / 立川譲 / 栗田新一 "
幻想万华镜 永夜异变之章,7.2,(222人评分),1430,"
4话 / 2016年12月29日 "
超人总动员2,7.2,(146人评分),1431,"
1话 / 2018年6月15日 "
大雄与动物行星,7.2,(139人评分),1432,"
1990年3月10日 "
东之伊甸 剧场版II Paradise Lost,7.2,(1333人评分),1433,"
1话 / 2010年3月13日 / 神山健治 / 神山健治 / 森川聡子 "
机动战士高达 MS IGLOO 默示录0079,7.2,(388人评分),1434,"
3话 / 2006年4月26日 / 今西隆志 / 富野由悠季 "
小鹿斑比,7.3,(87人评分),1435,"
1942年8月21日 / Supervising director：David Hand Sequence directors：James Algar /Samuel Armstrong /Graham Heid /Bill Roberts /Paul Satterfield /Norman Wright "
宇宙战舰大和号2199 星巡的方舟,7.2,(122人评分),1436,"
2014年12月6日 "
科拉传奇 第二季：神灵,7.2,(109人评分),1437,"
14话 / 2013年9月13日 "
暗杀教室,7.2,(3269人评分),1438,"
22话 / 2015年1月9日 "
颠倒的帕特玛 初始之日,7.2,(305人评分),1439,"
4话 / 2012年2月25日 / 吉浦康裕 "
丁丁历险记第一季,7.2,(99人评分),1440,"
13话 / 1991-10-02 / Stéphane Bernasconi "
饿沙罗鬼,7.3,(88人评分),1441,"
25话 / 1998年10月4日 / 高橋良輔 "
直到梦醒之时,7.3,(56人评分),1442,"
2017年7月13日 "
逮捕令 Special,7.3,(60人评分),1443,"
 21话 / 1999年3月29日 "
鬼公子炎魔,7.3,(87人评分),1444,"
4话 / 2006年8月25日 / 神戸守 / 永井豪 / 小丸敏之 "
无头骑士异闻录×2 转,7.2,(1814人评分),1445,"
12话 / 2015年7月4日 / 大森貴弘 / 成田良悟 "
迷你偶像,7.2,(457人评分),1446,"
64话 / 2013年1月1日 "
