text,author,tags
向山进发 回忆的礼物,823,7.6
猫的报恩,824,7.5
噬魂师,825,7.5
萌菌物语,826,7.5
凯尔斯的秘密,827,7.6
咕噜咕噜魔法阵 心跳传说,828,7.6
颠倒的帕特玛,829,7.5
尸鬼,830,7.5
机动战士高达 剧场版Ⅰ,831,7.5
天才麻将少女 全国篇,832,7.5
精灵宝可梦 太阳&月亮,833,7.5
灌篮高手 湘北最大的危机！燃烧吧樱木花道,834,7.5
恶童,835,7.5
奇诺之旅 活着的目标 -活下去。-,836,7.5
STAR DRIVER 闪亮的拓人,837,7.5
苍穹之法芙娜 HEAVEN AND EARTH,838,7.5
咕噜咕噜魔法阵,839,7.5
银魂.,840,7.5
打，打个大西瓜,841,7.5
Concrete Revolutio 超人幻想,842,7.5
为美好的世界献上祝福！ 第二季,843,7.5
火鸟,844,7.6
南方公园 第19季,845,7.6
女子落语,846,7.5
哈哈镜花缘,847,7.6
大魔法峠,848,7.5
世界第一初恋,849,7.5
第八届东方M-1漫才大赛,850,7.6
gdgd妖精s 第2季,851,7.5
为美好的世界献上祝福！,852,7.4
魔卡少女樱 CLEAR CARD篇,853,7.5
宇宙星路,854,7.5
信长协奏曲,855,7.5
侦探歌剧 少女福尔摩斯 第二幕,856,7.5
安倍桥魔法☆商店街,857,7.5
棒球大联盟 第六季,858,7.6
魔力女管家,859,7.5
三个火枪手,860,7.7
KERORO军曹,861,7.5
翼·年代记 春雷记,862,7.5
河童之夏,863,7.5
舒克和贝塔,864,7.5
大剑,865,7.5
我的青春恋爱物语果然有问题 续,866,7.4
魔神英雄传2,867,7.5
钢之炼金术师 四格剧场,868,7.5
第五届东方M-1漫才大赛,869,7.6
Concrete Revolutio 超人幻想 THE LAST SONG,870,7.5
暗杀教室 第二季,871,7.5
濑户的花嫁,872,7.5
Little Busters! EX,873,7.5
高智能方程式,874,7.5
咕噜咕噜魔法阵,875,7.5
剧场版 快要坏掉的八音盒,876,7.5
雇工人生,877,7.5
血界战线,878,7.4
头文字D Second Stage,879,7.5
女子落 OAD,880,7.5
最终兵器彼女,881,7.5
超元气三姐妹,882,7.4
英国恋物语艾玛,883,7.5
凸变英雄,884,7.5
飙速宅男,885,7.5
真魔神 突击！Z篇,886,7.5
我的女神 OVA,887,7.5
Smile 光之美少女！,888,7.5
奇诺之旅 疾病之国 -为了你-,889,7.5
TIGER & BUNNY -The Rising-,890,7.5
监狱学园,891,7.4
天空战记,892,7.5
第一届东方M-1漫才大赛,893,7.6
枪神 Badlands Rumble,894,7.5
来自风平浪静的明天,895,7.4
灰与幻想的格林姆迦尔,896,7.4
忍者杀手 特别编辑版,897,7.5
快要坏掉的八音盒,898,7.4
悲伤的贝拉多娜,899,7.5
光之美少女 Max Heart 雪空的朋友,900,7.6
红白黑黄,901,7.4
恐怖宠物店,902,7.5
玉响～more aggressive～,903,7.4
两人是光之美少女,904,7.5
恶魔阿萨谢尔在召唤你 路西法篇,905,7.4
王者天下 第二季,906,7.5
海贼王 强者世界 前传,907,7.5
精灵宝可梦 超世代,908,7.5
剧场版 精灵宝可梦：梦幻的精灵宝可梦 洛奇亚爆诞,909,7.5
BLAME!,910,7.5
乐高蝙蝠侠大电影,911,7.6
魔神坛斗士,912,7.5
剧场版 希德尼娅的骑士,913,7.5
西游记,914,7.4
少女与战车 这次是真正的安齐奥战！,915,7.4
云之彼端，约定的地方,916,7.4
妖精的尾巴,917,7.4
意外的幸运签,918,7.4
圣哥传 OAD,919,7.4
京骚戏画,920,7.4
美少女战士S,921,7.5
平衡,922,7.5
齐木楠雄的灾难 第二季,923,7.4
新机动战记高达W 无尽的华尔兹,924,7.5
麦兜故事,925,7.5
Yes! 光之美少女5 镜之国的奇迹大冒险!,926,7.5
旋风管家,927,7.4
东方PVD,928,7.5
素描本,929,7.5
大~集合！小魔女DoReMi 青蛙石的秘密,930,7.6
校园迷糊大王 三学期,931,7.4
出包王女Darkness OAD,932,7.4
南家三姐妹 久候多时,933,7.4
幻影死神,934,7.5
装甲骑兵 佩鲁森档案,935,7.5
超时空要塞Frontier,936,7.4
星界的断章 诞生,937,7.6
Fresh 光之美少女！,938,7.5
调酒师,939,7.4
圣战士登拜因,940,7.6
魔法少女奈叶,941,7.4
幻想万华镜 泡沫、哀伤的桃源,942,7.5
大雄的日本诞生,943,7.5
魔力女管家～更美丽的事物～,944,7.4
交响情人梦 OAD,945,7.4
大铁人 地球静止之日,946,7.6
怪医黑杰克,947,7.5
棒球大联盟 第一季,948,7.5
网球优等生 第二季,949,7.5
人间失格 剧场版,950,7.5
大雄的天方夜譚,951,7.5
鲁邦三世 血烟的石川五右卫门,952,7.5
只有神知道的世界 女神篇,953,7.4
宣告黎明的露之歌,954,7.4
精灵宝可梦XY,955,7.4
最游记RELOAD 埋葬篇,956,7.5
机动战士高达 雷霆宙域 DECEMBER SKY,957,7.5
棒球大联盟 第二季,958,7.5
东京地震8.0,959,7.4
DARKER THAN BLACK -流星的双子-,960,7.4
魍魉之匣,961,7.4
鬼妈妈,962,7.5
Princess Principal,963,7.4
超能勇士,964,7.4
アクマノオシゴト,965,7.5
迷你偶像 2期,966,7.4
大雄与梦幻三剑士,967,7.5
青之花,968,7.4
战勇。第2期,969,7.4
和殿下一起～眼罩之野心～,970,7.4
无头骑士异闻录×2 承,971,7.4
HELLO 黄金拼图,972,7.4
忍者杀手,973,7.4
魔法少女奈叶StrikerS,974,7.4
龙与虎 OVA 便当的精髓,975,7.4
第二届东方M-1漫才大赛,976,7.5
舞-HiME,977,7.4
玉响,978,7.4
ID-0,979,7.4
花物语,980,7.4
库拉乌 幻之记忆,981,7.4
鸦 -KARAS-,982,7.4
亚人,983,7.4
烤焦面包,984,7.5
玉响～hitotose～,985,7.4
未来日记,986,7.4
吸血姬美夕,987,7.4
机动警察 十三号废弃物,988,7.4
伊里野的天空、UFO的夏天,989,7.4
死亡代理人,990,7.4
乱马1/2 热斗篇,991,7.4
玩具总动员,992,7.4
南家三姐妹 饭后甜点,993,7.4
机器人嘉年华,994,7.5
星之梦,995,7.4
黑猫警长,996,7.4
第一神拳 Rising,997,7.5
苍蓝钢铁的琶音 Cadenza,998,7.4
装甲骑兵 最后的红肩队,999,7.5
东京糖衣巧克力,1000,7.4
怪盗Joker2,1001,7.5
鲁邦三世 意大利游戏,1002,7.5
邻座的怪同学,1003,7.4
凭物语,1004,7.4
美少女战士,1005,7.4
东方PVD2,1006,7.5
剧场版 妄想学生会,1007,7.4
攻壳机动队 塔奇克马的日常,1008,7.4
火球 魅力之章,1009,7.4
棒球大联盟 第四季,1010,7.5
美少女战士SuperS,1011,7.4
终极蜘蛛侠 第一季,1012,7.5
出包王女Darkness,1013,7.4
棒球大联盟 第三季,1014,7.5
机动战士高达00 第二季,1015,7.4
黄金神威,1016,7.5
伊克西翁传说DT,1017,7.4
元气少女缘结神 过去篇,1018,7.4
旋转少女,1019,7.4
剧场版∀高达II 月光蝶,1020,7.4
哆啦A梦 大雄的猫狗时空传,1021,7.4
代号17,1022,7.5
剧场版 吹响！悠风号～欢迎来到北宇治高中吹奏乐部～,1023,7.4
向山进发 第二季,1024,7.4
游戏王,1025,7.4
超时空要塞 Dynamite 7,1026,7.4
邋遢大王奇遇记,1027,7.4
BLOOD 最后的吸血鬼,1028,7.4
哆啦A梦：大雄的恐龙 2006,1029,7.4
南家三姐妹 夏日假期,1030,7.4
麦兜菠萝油王子,1031,7.5
WORDS WORTH,1032,7.4
黄金拼图,1033,7.4
银河天使,1034,7.4
濑户的花嫁 OVA,1035,7.4
鬼灯的冷彻,1036,7.4
纯情罗曼史,1037,7.4
大雄的创世日记,1038,7.4
十二生肖守护神,1039,7.4
美少女战士R,1040,7.4
银河天使A,1041,7.5
旋风管家 第二季,1042,7.4
犬夜叉 穿越时空的思念,1043,7.4
夜勤病栋,1045,7.4
回忆中的玛妮,1046,7.4
钢铁神兵B'T-X,1047,7.4
钓球,1048,7.4
暴力宇宙海贼,1049,7.4
花与爱丽丝杀人事件,1050,7.4
英国恋物语艾玛 第二幕,1051,7.4
迷糊女战士,1052,7.4
通灵王,1053,7.4
请问您今天要来点兔子吗？,1054,7.4
夏之岚～春夏冬中～,1055,7.4
巴加的工作室,1056,7.4
兽兵卫忍风帖,1057,7.4
地狱少女 二笼,1058,7.4
我的青春恋爱物语果然有问题 续 OVA,1059,7.4
守望先锋：最后的堡垒,1060,7.4
宵星传说～首鸣～,1061,7.4
UN-GO episode: 0 因果论,1062,7.4
爷爷的煤油灯,1063,7.4
科学小飞侠Crowds,1064,7.4
兰戈,1065,7.4
笨蛋，测验，召唤兽,1066,7.4
守护者联盟,1067,7.4
海贼王 FILM Z,1068,7.4
废弃公主,1069,7.4
幻想嘉年华 Special Season,1070,7.4
恋爱研究所,1071,7.4
Yes! 光之美少女5 GO GO! 糖果王国的快乐生日,1072,7.4
游戏王 The Dark Side of Dimensions,1073,7.4
雨之城,1074,7.4
下一站巨星,1075,7.4
大雄与云之王国,1076,7.4
秦时明月之诸子百家,1077,7.4
海贼王 绽放在寒冬的奇迹樱花,1078,7.4
大雄的魔界大冒险,1079,7.4
内衣办公室,1080,7.4
逮捕令 第二季,1081,7.4
我们这一家,1083,7.4
吸血姬美夕 OVA,1084,7.4
只有神知道的世界II,1085,7.3
新机动战记高达W,1086,7.4
Re：从零开始的异世界生活,1087,7.3
樱花庄的宠物女孩,1088,7.3
魔法使的新娘,1089,7.3
超能陆战队,1090,7.4
名侦探柯南 迷宫的十字路口,1091,7.3
ReLIFE 完结篇,1092,7.4
女神异闻录4,1093,7.3
天地无用! 魉皇鬼,1094,7.4
AIURA,1095,7.4
sola,1096,7.3
宝石宠物 Sunshine,1097,7.5
某个旅人的日记,1098,7.4
亲吻那片花瓣 「恋人的羁绊」,1099,7.3
火球,1100,7.4
红领巾侠,1101,7.4
境界线上的地平线,1102,7.3
圣斗士星矢 THE LOST CANVAS 冥王神话 第2章,1103,7.4
头文字D Third Stage,1104,7.4
黑暗圣经,1105,7.3
美少女战士R 花朵的约定,1106,7.5
食戟之灵,1107,7.3
Fate/stay night [Unlimited Blade Works] 第二季,1108,7.3
樱桃小丸子,1109,7.4
正义联盟：闪点悖论,1110,7.4
笨笨森林日志,1112,7.4
双恋 Alternative,1113,7.3
银魂. 走光篇,1114,7.4
东之伊甸 剧场版I The King of Eden,1115,7.3
机动战士高达SEED HD重制版,1116,7.3
死或生VS最终幻想,1117,7.4
橙路,1118,7.4
机动战士高达SEED,1119,7.3
天书奇谭,1120,7.4
精灵宝可梦：世代,1121,7.4
海贼王 梅利特别篇 另一位伙伴的故事,1122,7.4
剧场版 精灵宝可梦超世代：梦幻与波导的勇者 路卡利欧,1123,7.3
幻灵镇魂曲,1124,7.3
Candy☆Boy,1125,7.4
你所期望的永远,1126,7.3
天元突破 Parallel Works,1127,7.4
飙速宅男 GRANDE ROAD,1128,7.3
逆转监督,1129,7.3
TARI TARI,1130,7.3
Front Innocent,1131,7.3
浪客剑心 星霜篇,1132,7.3
偶像大师 灰姑娘女孩 第2期,1133,7.3
IDOLiSH7,1134,7.4
Hybrid Child,1135,7.3
暴力宇宙海贼 剧场版 亚空的深渊,1136,7.3
茄子 带着旅行箱的候鸟,1137,7.4
圣斗士星矢 THE LOST CANVAS 冥王神话,1138,7.3
暖心日记,1139,7.4
侵略！乌贼娘,1140,7.3
摇曳百合 夏日时光！,1141,7.3
玛利亚狂热,1142,7.3
巴哈姆特之怒 GENESIS,1143,7.3
数码暴龙04无限地带,1144,7.3
六翼天使之声,1145,7.4
间之楔,1146,7.3
人生Best Ten,1147,7.3
天使特警,1148,7.4
奇诺之旅,1149,7.3
家庭教师HITMAN REBORN!,1150,7.3
打工吧！魔王大人,1151,7.3
JOJO的奇妙冒险,1152,7.3
到另一个你的身边去,1153,7.3
我要上太空,1154,7.4
鬼平,1155,7.3
骷髅13,1156,7.4
Smile 光之美少女！绘本里的世界都不协调！,1157,7.4
长发公主,1158,7.3
罗德斯岛战记-英雄骑士传-,1159,7.3
鬼灯的冷彻 OAD,1160,7.3
电影少女,1161,7.3
火影忍者 剧场版 博人传,1162,7.3
兽之奏者艾琳,1163,7.3
我的女神 剧场版,1164,7.3
枪心剑刃,1165,7.3
铁腕巴迪 DECODE 第二季,1166,7.3
侦探歌剧 少女福尔摩斯 ～逆袭的少女福尔摩斯～,1167,7.4
FLAG,1168,7.3
超扯童话血多,1169,7.4
蔷薇少女 梦之终结,1170,7.3
剧场版 银河机攻队Majestic Prince 觉醒的基因,1171,7.4
蔷薇少女,1172,7.3
超时空要塞7 银河在呼唤我,1173,7.3
圣哥传,1174,7.3
幻想万华镜 月于丛云花于风,1175,7.3
妖怪手表,1176,7.3
精灵宝可梦 钻石&珍珠,1177,7.3
天才麻将少女 阿知贺篇,1178,7.3
Da!Da!Da!,1179,7.4
强袭魔女 剧场版,1180,7.3
狼雨 OVA,1181,7.3
曙光Q,1182,7.4
穷神,1183,7.3
幻想嘉年华 EX Season,1184,7.3
摸索吧！部活剧,1185,7.3
食戟之灵 贰之皿,1186,7.3
犬夜叉 天下霸道之剑,1187,7.3
蝙蝠侠 (1992),1188,7.4
怪兽电力公司,1189,7.3
天元突破グレンラガン キラメキ☆ヨーコbox ～pieces of sweet stars～,1190,7.4
蒸汽男孩,1191,7.3
GA 艺术科美术设计班 OVA,1192,7.3
这个美术社大有问题！,1193,7.3
Yes! 光之美少女5 GO GO!,1194,7.3
冰菓 应该持有之物,1195,7.3
未来都市NO.6,1196,7.3
怪物家族,1197,7.3
今天的五年二班 OVA,1198,7.3
卑鄙的我,1199,7.3
中二病也要谈恋爱！,1200,7.3
战勇。,1201,7.3
小林家的龙女仆,1202,7.3
光之美少女全明星DX2 希望之光☆守护彩虹宝石!,1203,7.3
头文字D Fifth Stage,1204,7.3
短暂和平,1205,7.3
现视研 二代目 OAD,1206,7.3
次元舰队,1207,7.3
读或死 TV,1208,7.3
分身战士,1209,7.3
ACCA13区监察课,1210,7.3
大雄与白金迷宫,1211,7.3
复苏的天空 -救援之翼-,1212,7.4
笨蛋，测验，召唤兽 ～祭～,1213,7.3
青之驱魔师,1214,7.3
剧场版 心理测量者,1216,7.3
和殿下一起 1分钟剧场,1217,7.3
摇曳百合 夏日时光！+,1218,7.3
火影忍者,1219,7.3
传说巨神伊迪安 接触篇,1220,7.4
人鱼之伤,1221,7.4
横滨购物纪行,1222,7.3
军火女王,1223,7.3
秀逗魔导士SPECIAL,1224,7.3
至爱梵高,1225,7.3
暴力云与送子鹳,1226,7.3
新撰组异闻录-铁,1227,7.3
校园乌托邦 学美向前冲！,1228,7.3
驱魔少年,1229,7.3
超时空要塞 Flash Back 2012,1230,7.3
七大罪,1231,7.3
剧场版 精灵宝可梦超世代：七夜的许愿星 基拉祈,1232,7.3
RWBY Volume 1-3: The Beginning,1233,7.3
滑头鬼之孙～千年魔京～,1234,7.3
大雄的南海大冒险,1235,7.3
.hack//Quantum,1236,7.3
百变之星 崭新之翼 EXTRA STAGE 不笑的公主,1237,7.3
结城友奈是勇者 -鹫尾须美之章- 第3章 约定,1238,7.3
Re: 甜心战士,1239,7.3
铁马少年,1240,7.3
神偷卡门,1241,7.3
地狱少女,1242,7.3
路人女主的养成方法,1243,7.3
Go! Princess 光之美少女：Go!Go!!豪华三合一!!!,1244,7.3
幻想万华镜 花之异变之章,1245,7.3
学生会的一己之见,1246,7.3
灰色的乐园,1247,7.3
我的女神 缤纷之翼,1248,7.3
舞动青春,1249,7.3
奇幻贵公子,1250,7.3
海贼王 奈美特别篇 领航员之泪与伙伴的羁绊,1251,7.3
魔法少女小圆 新作概念视频,1252,7.3
世界第一初恋 情人节篇,1253,7.3
蜡笔小新 呼风唤雨！夕阳下的春日部男孩,1254,7.3
月神,1255,7.3
桧曾根与玛索丹,1256,7.3
秀逗魔导士EXCELLENT,1257,7.3
GA 艺术科美术设计班,1258,7.3
大雄与动物行星,1259,7.3
聪明的一休,1260,7.3
百合星人奈绪子 OVA,1261,7.3
银魂. 银之魂篇,1262,7.3
豹头王传说,1263,7.3
翼神传说 多元变奏曲,1264,7.3
美食总动员,1265,7.3
足球小将,1266,7.3
艳母,1267,7.3
精灵宝可梦XY&Z,1268,7.3
强袭魔女 第二季,1269,7.3
蔷薇少女 序曲,1270,7.3
只有神知道的世界,1271,7.3
神是中学生,1272,7.3
空之色，水之色,1273,7.3
幻想曲,1274,7.3
我的女神,1275,7.3
灼眼的夏娜,1276,7.3
银河天使X,1277,7.3
南家三姐妹 欢迎回来,1278,7.3
名侦探柯南 瞳孔中的暗杀者,1279,7.3
小小雪精灵,1280,7.3
图书馆战争 革命之翼,1281,7.3
魔法少女奈叶 Reflection,1282,7.3
竹刀少女,1283,7.3
野良神 ARAGOTO,1284,7.3
返乡战士,1285,7.3
爆炸头武士,1286,7.3
偶像大师 SideM,1287,7.3
传颂之物,1288,7.3
和我一起来画吧,1289,7.3
信长的忍者,1290,7.3
海豚便利店,1291,7.3
夏之岚,1292,7.3
葫芦兄弟第二部,1293,7.3
H2 好逑双物语,1294,7.3
少年科学俱乐部,1295,7.3
名侦探柯南 世纪末的魔术师,1296,7.3
科学小飞侠Crowds insight,1297,7.3
绝爱,1298,7.3
星舰驾驶员,1299,7.3
三眼神童,1300,7.3
恋爱暴君,1301,7.3
柯赛特的肖像,1302,7.2
剧场版∀高达I 地球光,1303,7.3
鸭子生活,1304,7.3
亚人 -冲突-,1305,7.3
我的妹妹哪有这么可爱！,1306,7.2
乐高大电影,1307,7.3
CLAMP仙境,1308,7.3
超级无敌掌门狗之世纪大骗兔,1309,7.3
花丸幼稚园,1310,7.2
天堂餐馆,1311,7.3
剧场版 超时空要塞F 恋离飞翼,1312,7.2
四驱兄弟WGP,1313,7.3
甜甜私房猫 OAD,1314,7.3
黑美 动画制作进行,1315,7.3
大雄与龙之骑士,1316,7.3
大雄的大魔境,1317,7.3
寒蝉鸣泣之时 礼,1318,7.2
魔女猎人罗宾,1319,7.3
军火女王 PERFECT ORDER,1320,7.3
宇宙战舰大和号2199 星巡的方舟,1321,7.3
我叫MT 第一季,1322,7.2
无头骑士异闻录×2 转,1323,7.2
青之6号,1324,7.3
颠倒的帕特玛 初始之日,1325,7.3
超级无敌掌门狗：月球野餐记,1326,7.3
机动战士高达 MS IGLOO 默示录0079,1327,7.3
名侦探柯南 引爆摩天楼,1328,7.2
我的青春恋爱物语果然有问题 OVA,1329,7.2
BLOOD+,1330,7.2
十字路口,1331,7.2
迷宫物语,1332,7.3
京骚戏画,1333,7.2
秀逗魔导士PREMIUM,1334,7.3
鬼牌游戏,1335,7.2
鬼公子炎魔,1336,7.3
错误404：你所寻找的动画不存在,1337,7.3
冰上的尤里,1338,7.2
Fate/Prototype,1339,7.2
偶像活动Stars,1340,7.3
秀逗魔导士GORGEOUS,1341,7.3
机动战士高达独角兽 RE:0096,1342,7.2
哆啦A梦 大雄与风之使者,1343,7.2
铁臂阿童木,1344,7.2
.hack//世界的彼方,1345,7.2
美少女战士S 竹取公主的恋人,1346,7.3
机魂末世录,1347,7.2
千子,1348,7.2
歌唱秀,1349,7.2
爱丽丝梦游仙境,1350,7.3
FREEDOM,1351,7.3
夜樱四重奏 花之歌,1352,7.2
漂流武士,1353,7.2
大雄和发条都市,1354,7.2
黑子的篮球,1355,7.2
秦时明月之夜尽天明,1356,7.2
天使的小生意气,1357,7.2
沉默的未知,1358,7.2
变相怪杰,1359,7.3
风灵玉秀,1360,7.3
绿林寮,1361,7.3
玉响～more aggressive～ OVA,1362,7.2
某人的目光,1363,7.2
东之伊甸 剧场版II Paradise Lost,1364,7.2
我们的存在,1365,7.2
初夜,1366,7.2
哆啦A梦 大雄的恐龙,1367,7.2
魔法使的新娘 等待繁星之人,1368,7.2
铁臂阿童木,1369,7.2
Fate/stay night,1370,7.2
无头骑士异闻录×2 结,1371,7.2
樱花大战 轰华绚烂,1372,7.2
我家也有外星人,1373,7.2
NOIR,1374,7.2
骑乘挑战,1375,7.2
电波系彼女,1376,7.2
银魂剧场版 白夜叉降诞 预告,1377,7.2
哆啦A梦 新‧大雄的宇宙开拓史,1378,7.2
UN-GO,1379,7.2
死亡台球,1380,7.2
科拉传奇 第二季：神灵,1381,7.2
无颜之月,1382,7.2
光速蒙面侠21,1383,7.2
超自然9人组,1384,7.2
信长的忍者 伊势·金崎篇,1385,7.2
暗杀教室,1386,7.2
轻声密语,1387,7.2
雷顿教授与永远的歌姬,1388,7.2
怪物之子,1389,7.2
机动警察迷你版,1390,7.2
仓鼠管家,1391,7.2
偶像活动 第二年,1392,7.2
信蜂 ～光与蓝的幻想夜话～,1393,7.2
小鹿斑比,1394,7.2
炎之蜃气楼～水际的反逆者～,1395,7.2
和殿下一起,1396,7.2
一周的朋友。,1397,7.2
大雄的秘密道具博物館,1398,7.2
四月是你的谎言 OAD,1399,7.2
死亡游行,1400,7.2
她和她的猫,1401,7.2
Just Because!,1402,7.2
皇家国教骑士团外传：THE DAWN,1403,7.2
罗马浴场,1404,7.2
光之美少女全明星 New Stage3 永远的朋友,1405,7.2
科学超电磁炮 OVA,1406,7.2
美女与野兽,1407,7.2
哆啦A梦：大雄的宇宙漂流记,1408,7.2
三叶草,1409,7.2
寻宝的暑假,1410,7.2
大雄与银河超特急,1411,7.2
擅长捉弄的高木同学,1412,7.2
+模型姐妹,1413,7.2
机动战士高达 第08MS小队 三次元的战斗,1414,7.2
七武士,1415,7.2
声之形,1416,7.2
银河英雄传说 黄金之翼,1417,7.2
迷你偶像,1418,7.2
魔法少女☆伊莉雅 2wei Herz!,1419,7.2
数码暴龙X进化 第十三号的皇家骑士,1420,7.2
Fate/Zero Remix,1421,7.2
幻想万华镜 永夜异变之章,1422,7.2
天地无用!,1423,7.2
GOSICK,1424,7.2
宇宙战舰大和号2202 爱的战士们 第一章,1425,7.2
大江户火箭,1426,7.2
魔法少女姐妹优优与宁宁,1427,7.2
幼女战记,1428,7.2
火影忍者疾风传,1429,7.2
玛利亚狂热 ALIVE,1430,7.2
最游记外传,1431,7.2
三个和尚,1432,7.2
X战记,1433,7.2
宝莲灯,1434,7.2
魔动王,1435,7.2
纯情罗曼史 OAD,1436,7.2
花仙子,1437,7.2
猫眼女枪手,1438,7.2
彼女×彼女×彼女 ～和三姐妹心跳的共同生活～,1439,7.2
八犬传-东方八犬异闻- 第二季,1440,7.2
龙珠Z 复活！悟空与贝吉塔的合体,1441,7.2
恶魔阿萨谢尔在召唤你 海葵篇,1442,7.2
文子的告白,1443,7.2
阿茹茉妮,1444,7.2
水脑袋,1445,7.2
妖精的尾巴 第二季,1446,7.2
秀逗魔导士 剧场版,1447,7.2
魔力女管家特别篇 我回来了◆欢迎回来,1448,7.2
无头骑士异闻录×2 承 我的心是火锅的形状,1449,7.2
功夫料理娘,1450,7.2
爱你宝贝,1451,7.2
机动战士高达MS IGLOO 一年战争秘录,1452,7.2
记录的地平线 第二季,1453,7.2
精灵世纪,1454,7.2
破刃之剑 第四章 惨祸之地,1455,7.2
海贼王 沙漠的王女与海贼们,1456,7.2
海贼王 祭典男爵与神秘岛,1457,7.2
逮捕令 剧场版 墨东署最大危机,1458,7.2
天使之卵,1459,7.2
爆炸头武士 剧场版,1460,7.2
白色相簿2,1461,7.2
小美人鱼,1462,7.2
樱花大战 樱华绚烂,1463,7.2
侵略！？乌贼娘,1464,7.2
最终兵器彼女 Another love song,1465,7.2
龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~,1466,7.2
阿拉蕾,1467,7.2
女神异闻录3 剧场版 第四章 重生之冬,1468,7.2
夜樱四重奏 月之泣,1469,7.2
钻石王牌 OAD,1470,7.2
牙狼〈GARO〉-DIVINE FLAME-,1471,7.2
监狱兔 前传,1472,7.2
我们的仙境～Heartful days,1473,7.2
闪灵二人组,1474,7.2
爱丽丝学园,1475,7.2
饿沙罗鬼,1476,7.2
91天,1477,7.2
家有贱狗,1478,7.2
海洋奇缘,1479,7.2
冰川时代,1480,7.2
蜡笔小新 呼风唤雨！光荣的烤肉之路,1481,7.2
偶像大师 闪耀祭典,1482,7.2
剧场版 超时空要塞F 虚空歌姬,1483,7.2
人鱼之森,1484,7.2
迷失之物,1485,7.2
无责任舰长,1486,7.2
机械女神J,1487,7.2
天空之艾斯嘉科尼,1488,7.2
犬夜叉 镜中的梦幻城,1489,7.2
四驱兄弟,1490,7.2
上海蝙蝠侠,1491,7.2
丁丁历险记第一季,1492,7.2
为美好的世界献上祝福！ OAD,1493,7.2
百日红,1494,7.2
我的女神 战斗之翼,1495,7.2
悬崖上的金鱼姬,1496,7.2
光之美少女 Splash Star 滴答危机一发,1497,7.2
摩登原始人,1498,7.2
牙狼 VANISHING LINE,1499,7.2
天降之物f,1500,7.2
魔法少女☆伊莉雅 2wei!,1501,7.2
怪盗Joker,1502,7.2
出包王女Darkness 2nd,1503,7.2
Code Geass 反叛的鲁路修 暗黑的背叛,1504,7.2
超魔神英雄传,1505,7.2
中二病也要谈恋爱！Lite,1506,7.2
ストリンジェンド～エンジェルたちのプライベートレッスン～MY BLOW JOBER,1507,7.2
鸭子侦探,1508,7.2
黑执事 幽鬼城杀人事件篇,1509,7.2
龙珠改 魔人布欧篇,1510,7.2
新子与千年魔法,1511,7.2
古城荆棘王,1512,7.2
横滨购物纪行 -Quiet Country Cafe-,1513,7.2
黑执事 马戏团篇,1514,7.2
盛宴,1515,7.1
Code Geass 反叛的鲁路修R2 零之镇魂曲,1516,7.2
守望先锋：双龙,1517,7.2
剧场版 我们仍未知道那天所看见的花的名字。,1518,7.2
Love Live! 第二季,1519,7.2
野良神,1520,7.2
元气少女缘结神◎,1521,7.2
图书馆战争,1522,7.2
怪兽大学,1523,7.2
秀逗魔导士GREAT,1524,7.1
剧场版 精灵宝可梦DP：帝牙卢卡VS帕路奇犽VS达克莱伊,1525,7.2
凹凸世界,1526,7.2
海底总动员,1527,7.2
神薙,1528,7.2
写真馆,1529,7.1
To Heart,1530,7.1
给桃子的信,1531,7.2
最终幻想15 王者之剑,1532,7.2
幻镜诺德琳,1533,7.1
我的英雄学院 OAD,1534,7.1
大雄的宇宙小战争,1535,7.1
路人女主的养成方法 ♭,1536,7.2
漂流武士 OAD,1537,7.2
胡子小鸡,1538,7.2
欢迎来到宇宙SHOW,1539,7.1
纯情房东俏房客,1540,7.2
翠星之加尔刚蒂亚,1541,7.2
次强音,1542,7.2
六神合体雷霆王,1543,7.1
啄木鸟伍迪,1544,7.1
龙珠Z・绝望的反抗!!残留的超战士・悟饭和特兰克斯,1545,7.1
反斗小王子,1546,7.1
伪恋,1547,7.2
放学后的昴星团,1548,7.2
勿忘蛛,1549,7.2
十兵卫 心形眼罩的秘密,1550,7.1
白色相簿 下半编章,1551,7.2
Love Live! 剧场版,1552,7.2
疯狂原始人,1553,7.2
灰色的迷宫,1554,7.2
血界战线 王者餐厅的王者,1555,7.1
日式面包王,1556,7.1
龙珠Z 两人的危机,1557,7.1
十二生肖,1558,7.1
三只眼,1559,7.1
狗/子弹&屠杀,1560,7.1
游戏王－怪兽之决斗GX,1561,7.1
魔神凯撒,1562,7.1
足球小将GOAL!,1563,7.1
结界师,1564,7.1
萌菌物语 Returns,1565,7.2
哆啦A梦：大雄的太阳王传说,1566,7.1
茗记,1567,7.1
上课小动作,1568,7.2
两个人是光之美少女Max Heart,1569,7.1
少女与战车 爱里寿战争！,1570,7.2
破刃之剑 第二章 诀别之路,1571,7.2
小倩,1572,7.1
网球少女 3期,1573,7.1
南瓜剪刀,1574,7.1
京骚戏画,1575,7.1
恶魔人 妖鸟死丽濡篇,1576,7.1
亚人 -冲戟-,1577,7.1
楚楚可怜超能少女组,1578,7.1
玩具总动员2,1579,7.1
波蕾特的椅子,1580,7.1
侵略！！乌贼娘 OAD,1581,7.1
