text,author,tags
学校怪谈,2312,6.6
机动战士高达SEED DESTINY HD重制版,2313,6.8
文豪野犬 OAD,2314,6.6
A.I.C.O.：化身,2315,6.8
魔豆传奇,2316,6.8
丹特丽安的书架 荆姬,2317,6.8
阿童木起源,2318,6.8
出包王女,2319,6.9
初音岛,2320,6.9
HAL,2321,6.8
会长是女仆大人,2322,6.9
马达加斯加2：逃往非洲,2323,6.8
幕末机关说,2324,6.8
亚人 OAD,2325,6.8
傀儡师左近,2326,6.8
欧西里斯的天秤,2327,6.7
初瓣,2328,6.7
江户川柯南失踪事件～史上最糟糕的两天～,2329,6.8
A频道,2330,6.9
命运石之门 聪明睿智的认知计算,2331,6.8
绯色恋,2332,6.8
蜡笔小新之动感超人大战泳装魔王,2333,6.6
肉嫁～高柳家の人々～,2334,6.7
学活！ 第二季,2335,6.7
B：起点,2336,6.8
翠星之加尔刚蒂亚～遥远的巡回航路～,2337,6.8
哆啦A梦 大雄与奇迹之岛～动物历险记～,2338,6.7
灰姑娘,2339,6.7
剧场版 精灵宝可梦DP：幻影的霸者 索罗亚克,2340,6.8
铳梦,2341,6.7
人形电脑天使心：送东西,2342,6.7
校园外星人,2343,6.7
神魂合体豪旦那,2344,6.5
黑礁 特典小剧场,2345,6.7
Punch Line,2346,6.8
黑暗圣经 外传,2347,6.8
战国☆天堂-极-,2348,6.7
甘城光辉游乐园,2349,6.9
未确认进行式 OAD,2350,6.8
家庭教师HITMAN REBORN！彭格列式修学旅行、来了！,2351,6.8
苹果核战记XIII,2352,6.6
烈火之炎,2353,6.7
战姬绝唱SYMPHOGEAR AXZ,2354,6.8
蜡笔小新 爆发！温泉火热大决战,2355,6.5
剧场版 精灵宝可梦DP：阿尔宙斯 超克的时空,2356,6.8
血意少年,2357,6.9
義母,2358,6.6
舞-乙HiME Zwei,2359,6.8
战国BASARA 剧场版 -The Last Party-,2360,6.8
草莓100% 恋爱开始!? 摄影合宿 ～动摇的心向东向西～,2361,6.8
潜行吧！奈亚子 OVA,2362,6.8
暗杀教室 第二季 课外授课篇,2363,6.7
赐予护女神的祝福,2364,6.6
人妻かすみさん,2365,6.6
NEEDLESS,2366,6.8
梦幻妖子,2367,6.6
文学少女 翱翔于天空的天使的镇魂曲,2368,6.8
机动战士高达 第08MS小队 最后的休憩,2369,6.8
妖精的尾巴 妖精学园 不良少年与大姐头,2370,6.7
蜡笔小新 呼风唤雨！金矛之勇者,2371,6.6
High☆Speed! -Free! Starting Days-,2372,6.7
出包王女Darkness OVA,2373,6.7
ALDNOAH.ZERO,2374,6.8
向北,2375,6.5
加速世界,2376,6.9
魔法少女爱,2377,6.7
百日蔷薇,2378,6.8
影鳄,2379,6.8
创圣的大天使EVOL,2380,6.8
电器街的漫画店,2381,6.8
再造基因,2382,6.7
离线LINE - 上班族 -,2383,6.8
101忠狗,2384,6.8
泰山,2385,6.8
日在校园,2386,6.8
你好七叶 第二季,2387,6.7
高校星歌剧 第二季,2388,6.7
多田君不恋爱,2389,6.8
花舞少女,2390,6.8
大力士,2391,6.5
飙速宅男 OAD,2392,6.7
物怪,2393,6.7
龙珠Z 神与神,2394,6.8
X战记,2395,6.7
奴隶市场,2396,6.7
头文字D Legend3 -梦现-,2397,6.6
萝莉的时间 2学期,2398,6.8
境界的彼方,2399,6.8
呼唤你的名字,2400,6.7
暗之末裔,2401,6.8
魔女的使命 OAD,2402,6.8
仙界传 封神演义,2403,6.7
若叶女孩,2404,6.8
梦使,2405,6.5
秀逗魔导士EVOLUTION-R,2406,6.8
背骑少女,2407,6.8
今天开始做魔王 第二季,2408,6.8
属性同好会 OAD,2409,6.8
悠悠式,2410,6.8
海尔兄弟,2411,6.8
CLAMP学园侦探团,2412,6.7
超人总动员,2413,6.8
Exodus!,2414,6.8
生存游戏社,2415,6.8
放課後2～紗由理～,2416,6.6
魔女之刃,2417,6.7
彩云国物语,2418,6.8
剧场版总集篇 OVERLORD 漆黑的英雄,2419,6.6
哆啦A梦 新·大雄的日本诞生,2420,6.7
旅街晚间秀,2421,6.7
谜样女友X,2422,6.8
少年阴阳师,2423,6.8
新网球王子OVA,2424,6.7
人机续篇,2425,6.5
最游记 RELOAD BLAST,2426,6.7
牙狼 炎之刻印,2427,6.8
女神异闻录3 剧场版 第二章 仲夏骑士之梦,2428,6.7
兽王星,2429,6.8
守望先锋：渗透,2430,6.6
遗迹守护者,2431,6.6
火宵之月～秋狂言～,2432,6.6
纤细爱情,2433,6.7
东之伊甸 总集篇 Air Communication,2434,6.7
半夜鸡叫,2435,6.6
天降美食,2436,6.7
魔人侦探脑啮涅罗,2437,6.7
kira☆kira 5周年纪念动画,2438,6.5
今天开始做魔王 OVA,2439,6.6
灰色的果实,2440,6.8
工作狂人,2441,6.6
晚餐,2442,6.8
独自生活的小学生,2443,6.6
散华礼弥,2444,6.8
神样DOLLS,2445,6.8
AURA ～魔龙院光牙最后的战斗～,2446,6.8
草莓100% Special,2447,6.7
变态王子与不笑猫,2448,6.8
刻刻,2449,6.8
天方魔谭MAGI 辛巴达的冒险,2450,6.8
里约大冒险2,2451,6.6
潘多拉之心,2452,6.8
真・恋姬无双～少女大乱～ OVA,2453,6.6
乌冬面之国的金色毛毬,2454,6.8
道口时间,2455,6.5
Dimension W -第四次元-,2456,6.8
VIPER -GTS-,2457,6.6
夫妻成长日记,2458,6.6
钢铁神吉克,2459,6.5
拜托了 爱因兹贝伦咨询室,2460,6.8
暗与帽子与书之旅人,2461,6.8
黄金狗剩,2462,6.6
大成建设,2463,6.5
神风怪盗贞德,2464,6.8
王者天下,2465,6.8
漫画家和助手 OVA,2466,6.8
终末的伊泽塔,2467,6.8
青春之旅 OAD,2468,6.7
归宅部活动记录,2469,6.8
战姬绝唱SYMPHOGEAR GX,2470,6.8
和我一起来画吧：我爱你,2471,6.5
Free! -Eternal Summer-,2472,6.8
秋叶原系彼女,2473,6.6
调教咖啡厅,2474,6.8
动作女主 水果应援团,2475,6.7
漫研部~Surgical Friends~,2476,6.7
为什么猫都叫不来,2477,6.5
红白黑黄 第四季,2478,6.8
学园孤岛,2479,6.8
漫画家和助手,2480,6.8
剑风传奇,2481,6.8
镇魂街,2482,6.7
生化危机 恶化,2483,6.8
萝莉的时间 OAD,2484,6.8
机动战士高达 第08MS小队 米娜的报告,2485,6.7
织田信奈的野望,2486,6.8
只有神知道的世界 四人与偶像,2487,6.8
海贼王 打倒海贼强萨克！,2488,6.7
网球王子,2489,6.8
魔法少女☆伊莉雅,2490,6.8
魔侦探洛基,2491,6.7
超次元游戏 海王星,2492,6.8
灵魂力量,2493,6.6
爆旋陀螺,2494,6.7
魔法护士小麦,2495,6.7
数码暴龙04无限地带 古代数码宝贝复活,2496,6.7
圣斗士星矢 天界篇 序奏～overture～,2497,6.7
网球王子 全国大会篇,2498,6.8
危险代理人,2499,6.7
心理测量者 第二季,2500,6.8
Re：从零开始的休息时间,2501,6.8
金田一少年事件簿 黒魔术杀人事件,2502,6.6
OVERLORD II,2503,6.8
俺物语!!,2504,6.8
雏逻辑 from Luck ＆ Logic,2505,6.7
青之驱魔师 小黑出走记,2506,6.8
纳米核心,2507,6.8
萤子,2508,6.6
天翔少女 OVA,2509,6.7
ストリンジェンド～エンジェルたちのプライベートレッスン～ コアMIX メガ盛り オカズですよ,2510,6.6
备长炭,2511,6.8
第三飞行少女队,2512,6.8
纸箱战机,2513,6.5
快乐的大脚,2514,6.6
天保异闻妖奇士,2515,6.5
勇敢传说,2516,6.7
幻想传说,2517,6.7
发条精灵战记 天镜的极北之星,2518,6.8
战场的女武神3 为了谁所受的枪伤,2519,6.7
妖兽都市,2520,6.7
闪亮的拓人 剧场版,2521,6.7
飞天少女猪,2522,6.7
小虎还乡,2523,6.6
初音岛 第二季,2524,6.8
战斗司书,2525,6.8
机动战士高达00 先驱者的觉醒,2526,6.8
青春之旅,2527,6.8
眼镜女友,2528,6.6
永远之久远 第三章 梦幻的连座,2529,6.7
拥抱春天的罗曼史,2530,6.7
七彩的素描,2531,6.7
希望宅邸？,2532,6.6
哈姆太郎 1期,2533,6.6
这个是僵尸吗？,2534,6.8
四驱兄弟MAX,2535,6.7
文学少女 热恋少女们的狂想曲,2536,6.8
我是高宫茄乃,2537,6.7
魔法老师捏吉!? 夏,2538,6.6
对学生会长的忠告,2539,6.7
头文字D Legend2 -斗走-,2540,6.6
剧场版总集篇 OVERLORD 不死者之王,2541,6.5
滑头鬼之孙,2542,6.8
洗衣日,2543,6.6
星期一的丰满,2544,6.8
期待在地下城邂逅有错吗,2545,6.8
SHOW BY ROCK!!,2546,6.8
水色,2547,6.4
跟大姐姐一起做吧！,2548,6.6
机动战士高达SEED C.E.73 观星者,2549,6.8
花の女子アナ ニュースキャスター·悦子 生でイキます！,2550,6.5
艾莉森与莉莉娅,2551,6.7
创势的大天使EVOL,2552,6.6
死神的歌谣,2553,6.8
DD北斗神拳,2554,6.7
滑头鬼之孙 ～奴良组事始～,2555,6.7
御先祖賛江,2556,6.4
打工声优！,2557,6.8
告诉我！辣妹子酱,2558,6.8
小鸡快跑,2559,6.6
魔神凯撒SKL,2560,6.5
凉风,2561,6.7
手塚治虫的佛陀～美丽的红色沙漠～,2562,6.6
新网球王子 OVA 对战Genius10,2563,6.5
萝莉的时间～萝莉的夏令时～,2564,6.7
黑执事II OVA,2565,6.7
臭作,2566,6.5
和谐,2567,6.7
虎子 OAD Extra虎,2568,6.4
魔界騎士イングリッド,2569,6.6
夜勤病棟 Kranke 児玉ひかる,2570,6.5
天翔少女,2571,6.7
猫神八百万,2572,6.8
锁锁美同学@提不起劲,2573,6.8
精灵宝可梦：雷公 雷的传说,2574,6.5
"Wake Up, Girls! 超越深限",2575,6.7
杀老师Quest,2576,6.7
限定少女。,2577,6.7
新・黑暗圣经,2578,6.7
あねいも,2579,6.6
薄樱鬼～御伽草子～,2580,6.6
空之音,2581,6.8
影鳄 承,2582,6.7
龙之谷：破晓奇兵,2583,6.6
魔女的使命,2584,6.8
哪吒传奇,2585,6.7
弥留之国的爱丽丝,2586,6.7
我的脑内选项正在全力妨碍学园恋爱喜剧 OAD,2587,6.7
鲁邦三世VS名侦探柯南,2588,6.7
妖狐×仆SS,2589,6.8
东京暗鸦,2590,6.8
真盖塔VS新盖塔,2591,6.5
GATE 奇幻自卫队 炎龙篇,2592,6.8
魁拔II 大战元泱界,2593,6.7
肉体转移,2594,6.5
今天开始做魔王,2595,6.8
ToHeart2 adplus,2596,6.7
超昂天使エスカレイヤー,2597,6.6
棺姬嘉依卡 OVA,2598,6.7
愤怒的小鸟,2599,6.5
监督不行届,2600,6.7
变态生理研究班 OAD,2601,6.8
加奈日记,2602,6.7
卡片战斗先导者,2603,6.6
高校星歌剧,2604,6.7
最终幻想VII 最终密令,2605,6.6
圣石小子,2606,6.6
小桃小栗 Love Love物语,2607,6.7
炼金三级魔法少女,2608,6.5
羊之歌,2609,6.7
夜勤病棟 Kranke 七瀬恋,2610,6.6
东京魔人学园剑风帖 龙龙 第二幕,2611,6.5
秘密 ～The Revelation～,2612,6.6
马达加斯加,2613,6.7
虹猫仗剑走天涯,2614,6.4
武器种族传说,2615,6.7
潮与虎,2616,6.7
虽然是玻璃假面,2617,6.6
这个是僵尸吗？ OAD,2618,6.7
冬季花园,2619,6.4
Pokémon the movie XY 光环的超魔神 胡帕,2620,6.6
文学少女 做梦少女的前奏曲,2621,6.7
绝对可怜children OVA,2622,6.5
精灵宝可梦 超级愿望 第2季,2623,6.6
汽车总动员,2624,6.7
名侦探柯南 侦探们的镇魂歌,2625,6.8
万有引力,2626,6.7
亚尔斯兰战记 OAD,2627,6.6
Kanon 雪花,2628,6.4
龙珠超,2629,6.7
圣传,2630,6.4
猫神八百万OVA,2631,6.7
ミセスジャンキー,2632,6.5
RD 潜脑调查室,2633,6.7
刀剑神域 第二季,2634,6.8
罗密欧与朱丽叶,2635,6.7
限制级杀手,2636,6.7
飞篮扣杀,2637,6.7
龙珠Z 超级赛亚人孙悟空,2638,6.4
魔法老师涅吉!? 春,2639,6.6
ママぷりっ！？,2640,6.4
女神异闻录3 剧场版 第一章 春生,2641,6.7
高达G之复国运动,2642,6.7
Swing Out Sisters,2643,6.7
我不受欢迎，怎么想都是你们的错！ OAD,2644,6.7
未确认进行式 OVA,2645,6.7
稻荷恋之歌,2646,6.8
森田同学很沉默 2,2647,6.7
无敌看板娘,2648,6.7
人鱼又上钩 OAD,2649,6.7
网络胜利组,2650,6.7
BLUE DROP 天使们的戏曲,2651,6.7
兔宝的悲惨日常 觉醒篇,2652,6.7
"Wake Up, Girls!",2653,6.8
妖精的尾巴 总集篇,2654,6.5
爱丽丝与藏六,2655,6.7
野良剧,2656,6.5
魔法使的条件,2657,6.6
魔法禁书目录炭,2658,6.7
血意少年 OAD,2659,6.7
草莓100% Original DVD,2660,6.6
由土里酱,2661,6.5
快乐家家车,2662,6.4
思念的碎片,2663,6.6
蜡笔小新 我的搬家物语 仙人掌大袭击,2664,6.4
魔法少女☆伊莉雅 OAD,2665,6.7
灼眼的夏娜 恋爱和温泉校外学习,2666,6.7
爆裂天使,2667,6.6
小魔女蒙娜,2668,6.4
天使之刃,2669,6.3
旋风管家 泳装篇,2670,6.7
大悪司,2672,6.6
秘汤,2673,6.7
不可思议星球的双胞胎公主,2674,6.5
食戟之灵 OAD,2675,6.7
緋忍伝 -呀宇種（ガウス）-,2676,6.4
龙珠 摩诃不可思议的冒险,2677,6.3
Free!,2678,6.8
我的朋友很少 Add-on disk,2679,6.7
战争程序员白濑,2680,6.5
哆啦A梦 大雄的南极冰冰凉大冒险,2681,6.5
啦啦啦德玛西亚,2682,6.7
萝莉的时间,2683,6.7
超级恋人 第二季,2684,6.6
放课后～濡湿的制服～,2685,6.4
寒蝉鸣泣之时 扩,2686,6.7
杀戮都市,2687,6.7
腐女子的品格,2688,6.4
爱宠大机密,2689,6.6
龙珠Z 热血热斗,2690,6.4
希望宅邸,2691,6.5
连结方式,2692,6.6
天然萌少女明日香 OAD,2693,6.6
黑白无双,2694,6.3
四眼天鸡,2695,6.3
姉とボイン,2696,6.5
女神异闻录5 -THE DAY BREAKERS-,2697,6.7
不思议美眉,2698,6.6
凌辱家庭餐馆 调教菜单,2699,6.7
矶部矶兵卫物语,2700,6.5
狂乱家族日记,2701,6.7
秋之鼓点,2702,6.6
动画心疗系,2703,6.7
逆転魔女裁判 ～痴女な魔女に裁かれちゃう～ THE ANIMATION,2704,6.6
瓶诘妖精,2705,6.6
虎子,2706,6.7
龙珠Z 世上最强之人,2707,6.4
魔法少女☆伊莉雅 雪下的誓言,2708,6.7
圆盘皇女,2709,6.5
PRETTY×CATION 2 THE ANIMATION,2710,6.6
AKB0048 next stage,2711,6.7
告诉我！辣妹子酱 OAD,2712,6.6
BOM BOM弹珠人,2713,6.4
恶作剧之吻,2714,6.7
翡翠森林狼与羊 秘密的朋友,2715,6.4
神雕侠侣I：古墓奇缘,2716,6.4
ToHeart2 adnext,2717,6.6
PRETTY×CATION THE ANIMATION,2718,6.6
星际恐龙,2719,6.5
苍之瞳的少女,2720,6.6
ヴィクトリアメイド マリアの奉仕,2721,6.6
ストレッタ ～THE ANIMATION～,2722,6.5
克拉斯卡劳埃德,2723,6.6
博多豚骨拉面,2724,6.7
BTOOOM! 惊爆游戏,2725,6.7
精灵宝可梦 超级愿望 第2季 N之章,2726,6.5
琴浦小姐,2727,6.7
ばくあね 弟しぼっちゃうぞ! THE ANIMATION,2728,6.6
我的裘可妹妹,2729,6.5
画江湖之灵主,2730,6.4
网球王子剧场版 迹部的礼物,2731,6.5
何时搅了荷包蛋的黄？,2732,6.7
这名男子，捡到了人鱼。,2733,6.7
虫孽,2734,6.4
诗片,2735,6.7
机动战士高达桑,2736,6.7
永远之久远 第四章 红莲的焦躁,2737,6.6
咚隆隆 炎魔君熊熊燃烧,2738,6.6
巴啦啦小魔仙之梦幻旋律,2739,6.5
竖笛与双肩书包 2♪,2740,6.7
少女的秘密心事,2741,6.4
名侦探柯南 水平线上的阴谋,2742,6.7
女神异闻录4 黄金版,2743,6.7
学园默示录,2744,6.7
哆啦A梦：大雄的人鱼大海战,2745,6.6
GANGSTA匪徒,2746,6.7
斩首循环 蓝色学者与戏言跟班,2747,6.7
名侦探柯南 怪盗基德孤岛决战,2748,6.6
境界的轮回,2749,6.7
DOG DAYS 第二季,2750,6.7
女神异闻录 -圣洁之魂-,2751,6.7
轮回的拉格朗日 鸭川日常,2752,6.6
灼眼的夏娜 剧场版,2753,6.7
冥王计划志雷马,2754,6.6
ToHeart2 ad,2755,6.5
魔法护士小麦Z,2756,6.4
神击的巴哈姆特 VIRGIN SOUL,2757,6.7
奇异太郎少年的妖怪绘日记,2758,6.6
科学超电磁炮S OVA,2759,6.7
御伽草子,2760,6.5
抓鬼天狗帮,2761,6.7
Xi AVANT,2762,6.6
阿童木,2763,6.6
STRANGE+ 第二季,2764,6.7
Urara迷路帖,2765,6.7
普通女高中生要做当地偶像,2766,6.7
铁胆火车侠2,2767,6.6
灌篮少年,2768,6.3
大草原上的小老鼠,2769,6.6
Fate/Zero cafe,2770,6.4
变态生理研究班,2771,6.7
风之圣痕,2772,6.7
小女神花铃,2773,6.5
制服处女,2774,6.4
MILK・ジャンキー　姉妹編,2775,6.4
今天开始做魔王 第三季,2776,6.6
死囚乐园,2777,6.7
萌萌侵略者,2778,6.7
欲望学院,2779,6.6
我自己；你自己,2780,6.7
黑子的篮球 OAD,2781,6.6
我家有个狐仙大人,2782,6.7
暗芝居,2783,6.7
听爸爸的话！,2784,6.7
樱子小姐的脚下埋着尸体,2785,6.7
High School DxD DX OAD,2786,6.6
真・恋姬无双 OVA,2787,6.6
数码兽宇宙 应用怪兽,2788,6.3
飞轮少年,2789,6.6
圣斗士星矢 极乐净土篇,2790,6.7
貴方だけこんばんわ,2791,6.3
玉家典当铺,2792,6.4
红 Kurenai,2793,6.7
怪物史莱克,2794,6.6
ESCHA CHRON,2795,6.4
黑爱～一夜妻馆·淫口乱乳录～,2796,6.5
学園侵触 ×× of the Dead,2797,6.4
竖笛与双肩书包 OAD,2798,6.6
黑塔利亚剧场版,2799,6.7
初犬2 The Animation ストレンジ・カインド オブ ウーマンズ～again～,2800,6.6
女皇之刃 王座的继承者,2801,6.7
SEXFRIEND ～セックスフレンド～,2802,6.4
ダーク・シェル 檻の中の艶,2803,6.4
夜勤病棟 Kranke 児玉あい,2804,6.4
女皇之刃 魔法之书,2805,6.3
精灵宝可梦 超梦 觉醒之路的序章,2806,6.3
心跳回忆Only Love,2807,6.6
没有给我哥吃的药！,2808,6.6
とらいあんぐるBLUE,2809,6.6
激钢人3 热血大决战!!,2810,6.4
噬血狂袭 II,2811,6.6
龙珠 巴达克之章,2812,6.5
画江湖之不良人,2813,6.6
最终痴汉电车,2814,6.4
宝贝公主,2815,6.6
萝球社！SS,2816,6.7
女皇之刃 美丽女斗士们,2817,6.6
アッチェレランド～堕天使たちの囁き～,2818,6.5
房东妹子青春期,2819,6.7
初音岛II,2820,6.7
散华礼弥 OAD,2821,6.7
你所期望的永远 ～Next Season～,2822,6.6
女神异闻录3 剧场版 第三章 秋降,2823,6.5
臭作 ～Liberty～,2824,6.5
True Blue～トゥルー・ブルー～,2825,6.6
黑猫,2826,6.7
金色琴弦～primo passo～,2827,6.6
魂狩,2828,6.6
魔法老师涅吉!?,2829,6.6
One Off,2830,6.6
鬼父 Re-birth,2831,6.7
二十面相少女,2832,6.6
我的主人爱作怪,2833,6.6
Play Play 昂宿星团,2834,6.5
金色琴弦～Secondo Passo～,2835,6.6
BRAVO东东,2836,6.3
破刃之剑,2837,6.6
那就是声优！,2838,6.7
药师寺凉子怪奇事件簿,2839,6.6
问题儿童都来自异世界？,2840,6.7
燐月 リンゲツ THE ANIMATION,2841,6.5
学園2,2842,6.4
拘束衣,2843,6.2
汽车总动员2,2844,6.5
机巧魔神2,2845,6.6
名侦探柯南 漆黑的追迹者,2846,6.7
太阳王子霍尔斯的大冒险,2847,6.3
如果有妹妹就好了。,2848,6.7
攻壳机动队ARISE border:3 Ghost Tears,2849,6.6
怪医美女RAY,2850,6.3
山田君与7个魔女,2851,6.7
这个男子，在与外星人作战,2852,6.6
天上天下 终极格斗,2853,6.2
仕舞妻～姉妹妻3～,2855,6.3
苹果核战记α,2856,6.4
我们的爱总是只有10厘米。,2857,6.6
秦时明月之君临天下,2858,6.5
游戏王剧场版 超融合！超越时空的羁绊,2859,6.6
暗杀教室 Episode:0 相遇的时间,2860,6.6
如果有○○就好了。,2861,6.3
选择扩散者WIXOSS,2862,6.7
相奸游戏,2863,6.3
逃亡者·毛利小五郎,2864,6.2
Tony’s ヒロインシリーズ 彼女は花嫁候補生？ シンデレラ・コレクション,2865,6.6
进击的巨人 Q版剧场 飞起来！训练兵团,2866,6.5
尽管如此世界依然美丽,2867,6.7
学活！,2868,6.6
我们没有翅膀,2869,6.7
紧扣的星星,2870,6.6
LOVELY×CATION THE ANIMATION,2871,6.6
教室☆危机,2872,6.7
名侦探柯南 MAGIC FILE 3 ～新一与小兰·麻将牌与七夕的回忆～,2873,6.5
超时空要塞FB7 银河流魂,2874,6.5
七大罪 OAD,2875,6.6
文学少女 今日的点心～初恋～,2876,6.7
姉SUMMER！,2877,6.6
黑塚,2878,6.6
魔界天使 第一季,2879,6.4
潜行吧！奈亚子W OVA,2880,6.6
如果高中棒球队女子经理读了彼得·德鲁克,2881,6.6
封神榜传奇,2882,6.4
喜欢上你的那个瞬间。～告白实行委员会～,2883,6.5
隐之王,2884,6.7
夜勤病棟ヒロインシリーズ 七瀬恋・風間愛・八神優 オマ○コクライマックス,2885,6.5
姉☆孕みっくす,2886,6.4
超有病 勇者传说,2887,6.3
遥远时空中2 白龙之神子,2888,6.3
甜蜜声优,2889,6.6
日常系的异能战斗,2890,6.7
Code Geass 亡国的阿基德 第一章「翼龙降临」,2891,6.7
间奏曲,2892,6.4
ばくあね2 弟いっぱいしぼっちゃうぞ！ THE ANIMATION,2893,6.4
选择感染者WIXOSS,2894,6.7
贫穷姊妹物语,2895,6.5
名侦探柯南 MAGIC FILE 4 ～通往大阪什锦煎饼的艰辛之路～,2896,6.5
不才・秋山优花里的战车讲座,2897,6.4
大话三国,2898,6.2
绚烂舞踏祭,2899,6.3
企业战士,2900,6.3
姫騎士リリア,2901,6.4
全力兔子,2902,6.4
妖精的尾巴 剧场版序章 开始的早晨,2903,6.4
名侦探柯南 柯南、基德与水晶之母,2904,6.5
蓝兰岛漂流记,2905,6.6
钢铁魔女安妮罗杰,2906,6.5
黑子的篮球 FAN DISC ～未结束的夏日～,2907,6.3
弹丸论破 希望学园与绝望高中生,2908,6.7
.hack//境界线,2909,6.3
永远之久远 第五章 双绝的来复,2910,6.5
纯洁的玛利亚,2911,6.6
兄嫁はいじっぱり,2912,6.4
装甲骑女怡丽丝,2913,6.3
怪谈餐馆,2914,6.6
あなたの知らない看護婦～性的病棟24時～,2915,6.4
漫研部~妄想突变~,2916,6.5
别惹蚂蚁,2917,6.2
非凡的公主希瑞,2919,6.4
推理之绊,2920,6.6
世纪末超自然学院,2921,6.6
这个男子、为石化困窘,2922,6.3
牙 -KIBA-,2923,6.3
名侦探柯南 MAGIC FILE 2011 ～新泻·东京 礼物狂想曲～,2924,6.5
淫堕の姫騎士ジャンヌ,2925,6.3
比基尼勇士 OVA,2926,6.4
超时空要塞II 再爱一次,2927,6.5
对魔忍阿莎姬,2928,6.5
Play Play 昂宿星团 2,2929,6.4
深渊传说,2930,6.6
弹珠警察,2931,6.6
功夫熊猫3,2932,6.6
美食的俘虏,2933,6.6
斯特拉的魔法,2934,6.6
寒蝉鸣泣之时 煌,2935,6.6
黑白小姐,2936,6.6
リアルエロゲシチュエーション！ THE ANIMATION,2937,6.2
大英雄狄青,2938,6.2
南之岛的德拉酱,2939,6.4
旅馆白鹭,2940,6.4
好きで好きで、すきで THE ANIMATION,2941,6.5
魔界战记,2942,6.5
美食的俘虏3D 开幕！美食家的冒险！！,2943,6.2
神厨小福贵,2944,6.3
漫画同人会 Revolution,2945,6.4
最强会长黑神 Abnormal,2946,6.6
你好七叶,2947,6.6
笨女孩,2948,6.7
圣斗士星矢 真红少年传说,2949,6.3
超速变形螺旋杰特,2950,6.2
最终流放-银翼的飞梦-,2951,6.6
特務捜査官レイ＆風子,2952,6.2
听爸爸的话！OAD,2953,6.6
爱姐妹～二人的果实～,2954,6.3
秦时明月之帝子降兮,2955,6.3
Re：从迷你开始的异世界生活,2956,6.6
光晕：传奇,2957,6.5
K 失落之王,2958,6.6
大家集合！Falcom学园 2期,2959,6.6
家庭教師のおねえさん THE ANIMATION～Hの偏差値あげちゃいます～,2960,6.5
威尔贝鲁物语 ～威尔贝鲁的姐妹～ 第一幕,2961,6.3
ToHeart2 OVA,2962,6.5
羁绊者,2963,6.6
像工口漫画一样恋爱吧,2964,6.2
BOIN レクチャー,2965,6.4
轮回的拉格朗日 第二季,2966,6.6
大悪司～前戯のススメ～,2967,6.1
女子高中生,2968,6.5
恋姬无双 OVA,2969,6.5
妻とママとボイン,2970,6.3
魔术快斗,2971,6.6
怪物史莱克2,2972,6.4
遗作,2973,6.3
传颂之物 OVA,2974,6.6
薄樱鬼 黎明录,2975,6.6
刀剑乱舞-花丸-,2976,6.6
希望宅邸 3D,2977,6.6
夜之小双侠,2978,6.6
連鎖病棟,2979,6.1
战国Collection,2980,6.6
Ran→Sem～白濁デルモ妻のミイラ捕り～,2981,6.5
公主恋人！西尔维娅篇,2982,6.6
创星的大天使,2983,6.4
犬屋敷,2984,6.6
无罪的维纳斯,2985,6.3
中二病也要谈恋爱！恋 Lite,2986,6.6
未来日记 OAD,2987,6.6
风云决,2988,6.5
茗记2-初织恋,2989,6.5
圣斗士星矢 圣域传说,2990,6.5
新体操（假） ～妖精们的圆舞曲～,2991,6.4
剧场版 进击的巨人 前篇～红莲的弓矢～,2992,6.5
LOVE STAGE!!,2993,6.6
魔法少女俺,2994,6.5
彷徨う淫らなルナティクス,2995,6.1
宇宙海盗船长哈洛克,2996,6.5
暗杀教室 365天的时间,2997,6.3
战乙女苏菲亚,2998,6.3
学生会的一己之见 Lv.2 EX,2999,6.6
人鱼的旋律,3000,6.4
机甲少女 FRAME ARMS GIRL,3001,6.6
"Wake Up, Girl Zoo!",3002,6.4
Phi-Brain～神之谜题2,3003,6.5
漫画同人会,3004,6.3
海贼王 追寻草帽,3005,6.5
续「刀剑乱舞-花丸-」,3006,6.4
AMON 恶魔人默示录,3007,6.3
干物妹！小埋 OAD,3008,6.6
女神异闻录4 剧场版,3009,6.5
零之使魔F,3010,6.6
HEARTWORK Symphony of Destruction,3011,6.3
爱姐妹2,3012,6.2
噗哔啵 来自未来,3013,6.6
Code Geass 亡国的阿基德 第二章「翼龙折翅」,3014,6.6
半妖少女绮丽谭,3015,6.6
少女爱上姐姐,3016,6.6
数码兽拯救者,3017,6.5
巨乳幻想,3018,6.5
虫奉行OVA,3019,6.1
少女周末授课,3020,6.5
铁胆火车侠,3021,6.6
伯纳德小姐说。,3022,6.5
初音岛I&II P.S.P. RE-ANIMATED OVA,3023,6.4
青之驱魔师 京都不净王篇,3024,6.6
GATE 奇幻自卫队,3025,6.6
不要撒娇哦!!,3026,6.3
トロピカルKISS♡,3027,6.5
宇宙战舰提拉米斯,3028,6.4
问题儿童都来自异世界？ OAD,3029,6.6
我永远的圣诞老人,3030,6.2
RIN×SEN＋Ran→Sem Cross Mix,3031,6.5
侦探歌剧 少女福尔摩斯 Alternative TWO,3032,6.5
令人在意的室友,3033,6.1
爱的魔法,3034,6.5
迷你宠物星,3035,6.3
游戏王ZEXAL,3036,6.6
游戏王VRAINS,3037,6.3
啦啦啦德玛西亚 第二季,3038,6.4
妹天堂2,3039,6.5
