text,rate,number,rank,inform_tip 
乙姫CONNECTION,,(少于10人评分),,"
1话 / 1991年12月1日 / 後藤隆幸 / おおや和美 / 後藤隆幸 "
银河女战士 新世纪編,,,,"
2话 / 1991年12月1日 / 秋山勝仁 "
暗黑之猫,,(少于10人评分),,"
1话 / 1991年11月28日 / 鈴木行 / 木村直巳  "
绿林寮,7.3,(66人评分),1361,"
6话 / 1991年11月22日 / 那州雪絵（白泉社「花とゆめ」） / 後藤真砂子 "
美女与野兽,7.2,(282人评分),1407,"
1话 / 1991年11月22日 / 加里·特洛斯达勒 / 柯克·维斯 "
1月にはChristmas,,(少于10人评分),,"
1话 / 1991年11月21日 "
英雄凯传,,(少于10人评分),,"
4话 / 1991年11月21日 / 高橋良輔 / 塩山紀生 "
忍者龙剑传,5.1,(12人评分),,"
1话 / 1991-11-21 "
ミラクル・サイキッカーセイザン,,(少于10人评分),,"
5话 / 1991/11/20 / 深見青山 "
宇宙小超人 3000万光年寻找母亲,,,,"
26话 / 1991-11-17 / 円谷皐 "
安达之原,,(少于10人评分),,"
1话 / 1991年11月16日 / 手塚治虫 "
天命神童,,(少于10人评分),,"
52话 / 1991年11月13日 / Pat Griffiths 、Jean Morisse "
我与我 两个绿蒂,,,,"
29话 / 1991年11月9日 "
武田鉄矢の月がのぼるまでに,,(少于10人评分),,"
1话 / 1991年11月8日 "
福星小子6：我亲爱的 直到永远,,(少于10人评分),,"
1话 / 1991年11月2日 "
乱马1/2 中国寝昆仑大决战！规则无视的激斗篇,7.0,(39人评分),,"
1991年11月2日 / 井内秀治 "
丸出だめ夫,,,,"
47话 / 1991-11-02 "
超幕末少年世纪,,(少于10人评分),,"
2话 / 1991年11月1日 "
うっちゃれ五所瓦,,(少于10人评分),,"
1话 / 1991/10/25 / 小沢一浩 / なかいま強 / 梶谷光春 "
龙骑士,,(少于10人评分),,"
1话 / 1991年10月25日 "
超人洛克 新世界战队,,(少于10人评分),,"
1话 / 1991年10月24日 "
宇宙皇子天界行,,(少于10人评分),,"
13话 / 1991年10月24日 / 今沢哲男 "
咆哮女郎巴明欣,,(少于10人评分),,"
2话 / 1991年10月21日 / 石山タカ明 / 田村由美 / 奥田万つ里 "
俺の空 刑事篇,,(少于10人评分),,"
2话 / 1991年10月21日 "
チエちゃん奮戦記 じゃりン子チエ,,,,"
39话 / 1991-10-19 "
横山光辉三国志,,(少于10人评分),,"
47话 / 1991年10月18日 / 横山光輝 "
神龙之谜,6.9,(15人评分),,"
46话 / 1991年10月17日 "
燃烧的斗球小子,6.5,(11人评分),,"
47话 / 1991-10-14 / 笹川ひろし（总监督）、原征太郎 / こしたてつひろ / はしもとかつみ、郷敏治 "
意甲小旋风,6.5,(15人评分),,"
49话 / 1991年10月10日 "
姆明一族 冒险日记,6.9,(19人评分),,"
26话 / 1991年10月10日 "
キン肉マン キン肉星王位争奪編,,(少于10人评分),,"
46话 / 1991年10月6日 "
电脑小奇侠,,(少于10人评分),,"
51话 / 1991-10-04 "
レポーターブルース,,,,"
52话 / 1991年10月3日 "
魔法小仙女 第二季,,,,"
65话 / 1991年10月2日 "
丁丁历险记第一季,7.2,(77人评分),1492,"
13话 / 1991-10-02 / Stéphane Bernasconi "
OTAKU的录像带,7.7,(240人评分),613,"
2话 / 1991年9月27日 / もりたけし / ガイナックス "
帝都物语,6.3,(41人评分),,"
4话 / 1991年9月27日 "
奇兵大冒险 风之塔,,(少于10人评分),,"
3话 / 1991年9月27日 "
EXPER ZENON,,(少于10人评分),,"
1话 / 1991-09-27 / もりやまゆうじ "
マネーウォーズ 狙われたウォーターフロント計画,,(少于10人评分),,"
1话 / 1991/09/21 / 五月女有作 / 宮川総一郎 "
勇士神童,,(少于10人评分),,"
2话 / 1991-09-21 "
辛普森一家 第三季,,(少于10人评分),,"
24话 / 1991-09-19 "
天空战记 创世前的暗斗,6.9,(18人评分),,"
6话 / 1991年9月16日 / まつもとよしひさ / 奥田万つ里 "
聪明的沃里,,(少于10人评分),,"
1991-09-14 "
老人Z,7.5,(363人评分),782,"
1991年9月14日 "
回到未来 第一季,,(少于10人评分),,"
13话 / 1991年9月14日 "
狡猾飞天德,6.9,(32人评分),,"
91话 / 1991-09-08 "
迷走王Border,,(少于10人评分),,"
1话 / 1991年9月1日 / 狩撫麻礼丶たなか亜希夫 / 青井清年 "
リカちゃん ふしぎな魔法のリング,,(少于10人评分),,"
2话 / 1991年8月30日 "
伟大的历史动画,,(少于10人评分),,"
1991-08-30 "
大灰狼和小红帽,,,,"
1991-08-28 / 加里·巴尔丁 "
R20 银河空港,,(少于10人评分),,"
1话 / 1991年8月28日 "
横浜名物 男片山组,,(少于10人评分),,"
2话 / 1991年8月25日 / 矢沢暁 "
暴风战士奥刚,6.4,(21人评分),,"
3话 / 1991年8月25日 / 大張正己 / 柿沼秀樹 "
电话俱乐部的秘密,,(少于10人评分),,"
2话 / 1991-08-23 "
亚尔斯兰战记,7.0,(75人评分),1759,"
1991年8月17日 / 浜津守 / 田中芳樹 / 神村幸子 "
魔法阵都市 剧场版,6.1,(11人评分),,"
1991年8月17日 / 菊池通隆 "
人鱼之森,7.2,(65人评分),1484,"
1话 / 1991年8月16日 / 水谷貴哉 / 高橋留美子 / 一石小百合 "
鲁邦三世：拿破仑词典争夺战,6.9,(28人评分),,"
1话 / 1991年8月9日 "
あさってDaNCE,,(少于10人评分),,"
2话 / 1991-07-25 / 小暮輝夫 "
明星情侣,,(少于10人评分),,"
1话 / 1991年07月25日 / なみきまさと / 克・亜樹 / 佐々木文雄 "
三只眼,7.1,(67人评分),1559,"
4话 / 1991年7月25日 / 西尾大介 / 高田裕三 "
NG骑士柠檬汽水&40 EX,,(少于10人评分),,"
3话 / 1991年7月21日 "
恐怖新闻,,(少于10人评分),,"
2话 / 1991年7月21日 / 安濃高志 / つのだじろう "
精神诊所,5.0,(14人评分),,"
3话 / 1991-07-20 "
岁月的童话,7.6,(608人评分),690,"
1991年7月20日 / 高畑勲 / 岡本螢、刀根夕子 "
ハローキティの魔法の森のお姫さま,,(少于10人评分),,"
1991年7月20日 "
ガンバとカワウソの冒険,,(少于10人评分),,"
1991年7月20日 "
龙珠Z 最强对最强,6.8,(96人评分),2156,"
1991年7月20日 / 鳥山明 "
青兰圆舞曲,8.2,(43人评分),,"
39话 / 1991年7月14日 / 出﨑統 / 池田理代子 / 杉野昭夫 "
ZIGGY THE MOVIE それゆけ!R&R BAND,,(少于10人评分),,"
1991/07/12 / 森一治 "
幸福的科学 OVA,2.9,(20人评分),,"
1话 / 1991-07-09 "
蓝宝石之谜 剧场版,6.4,(34人评分),,"
1991年6月29日 / 青野昌 "
学园超女队,,(少于10人评分),,"
1话 / 1991/06/27 / 出崎哲 / 團龍彦 "
ジャングルウォーズ,,(少于10人评分),,"
1话 / 1991/06/21 / 黒田昌郎 / 谷口守泰 "
くまのおいしゃさん,,(少于10人评分),,"
1话 / 1991年6月21日 "
一本包丁満太郎,,(少于10人评分),,"
2话 / 1991/06/21 / 竹内啓雄 "
満ちてくる 時のむこうに,,(少于10人评分),,"
1话 / 1991年6月16日 / 鳥海永行 / 鈴木光司 / 後藤隆幸 "
暗之司法官judge,,(少于10人评分),,"
1话 / 1991-6-15 "
含羞草,,(少于10人评分),,"
5话 / 1991-06-01 "
圣传,6.4,(53人评分),2630,"
2话 / 1991年6月1日 / CLAMP "
错中错,,,,"
1991-05-29 / Will Vinton / Bruce Barry "
泡泡糖撞车,6.1,(10人评分),,"
3话 / 1991年5月25日 "
鲁滨逊漂流记,,,,"
1991-05-25 / Jacques Colombat "
魔宫战场2,,(少于10人评分),,"
1话 / 1991-05-24 "
机动战士高达0083 星尘的回忆,7.6,(801人评分),616,"
13话 / 1991年5月22日 / 加瀬充子（第1話 - 第7話）、今西隆志（第2話 - 第13話） / 矢立肇、富野由悠季 "
飞吧！鲸鱼的高峰,,(少于10人评分),,"
1991年5月22日 "
硬派银次郎,,,,"
3话 / 1991-5-22 "
亚马尻一家,6.6,(16人评分),,"
1话 / 1991/05/21 "
紅いハヤテ,,(少于10人评分),,"
4话 / 1991年5月21日 "
梦枕貘 暮色剧场,5.6,(14人评分),,"
4话 / 1991年5月21日 / 大平晋也、橋本晋治、鳥海永行 / 夢枕獏 "
炎之转校生,6.2,(29人评分),,"
2话 / 1991年5月21日 "
相聚一刻番外篇 一刻岛飘流记,6.4,(12人评分),,"
1话 / 1991年5月21日 "
江口寿史の寿五郎ショウ,,(少于10人评分),,"
4话 / 1991年5月21日 / 飯島正勝丶 鍋島修 / 江口寿史 "
伙头仔昆布,7.0,(22人评分),,"
24话 / 1991年5月4日 / 今沢哲男 "
21卫门,,(少于10人评分),,"
39话 / 1991年5月2日 "
城市猎人`91,7.2,(20人评分),,"
13话 / 1991年4月28日 / 北条司 "
闪耀的萤火虫,,(少于10人评分),,"
1话 / 1991年4月23日 / 池田大作 "
飞女刑事,,(少于10人评分),,"
2话 / 1991年4月21日 "
スイートスポット,,(少于10人评分),,"
1话 / 1991年4月21日 / 杉井ギサブロー / 中尊寺ゆつこ / 江口摩吏介 "
动画秘密花园,,(少于10人评分),,"
39话 / 1991年4月19日 "
内衣教父,,(少于10人评分),,"
1话 / 1991年4月12日 / 亀垣一 / 新田たつお / 鍋島修 "
学园七不思议,,(少于10人评分),,"
41话 / 1991年4月12日 "
ASUKA -日本の歴史-,,,,"
20话 / 1991-4-12 "
内衣教父,,(少于10人评分),,"
1话 / 1991年4月12日 / 亀垣一 / 新田たつお / 鍋島修 "
ちいさなおばけアッチ・コッチ・ソッチ,,,,"
50话 / 1991-04-09 "
どろろんぱっ!,,,,"
114话 / 1991-4-8 "
机甲警察METAL JACK,,,,"
37话 / 1991年4月8日 "
正气大侠,7.0,(47人评分),,"
51话 / 1991年4月4日 "
Dr.タイフーン,,(少于10人评分),,"
1话 / 1991年4月3日 / 西村純二 "
绝对无敌雷神王,7.3,(19人评分),,"
51话 / 1991年4月3日 / 川瀬敏文 / 矢立肇 / 武内啓 "
魔宫战场,,(少于10人评分),,"
1话 / 1991-03-22 "
杀人科,5.4,(17人评分),,"
1话 / 1991年3月21日 / 井出安軌 / 宮崎県人 "
魔神坛斗士 MESSAGE,7.3,(23人评分),,"
5话 / 1991年3月21日 "
魔兽战士露娜巴尔卡,,(少于10人评分),,"
4话 / 1991年3月20日 / もりやまゆうじ "
白龙传说,,(少于10人评分),,"
1话 / 1991年3月20日 / 山内重保 / 片山愁 / 荒木伸吾 "
机动战士高达F91,7.0,(435人评分),1935,"
1991年3月16日 / 富野由悠季 / 富野由悠季 / 安彦良和 "
高智能方程式,7.5,(489人评分),874,"
37话 / 1991年3月15日 / 福田己津央 / 矢立肇 / 吉松孝博 "
龙珠Z 超级赛亚人孙悟空,6.4,(64人评分),2638,"
1991年3月9日 / 鳥山明 "
大雄的天方夜譚,7.5,(116人评分),951,"
1991年3月9日 "
猜猜我是谁,,(少于10人评分),,"
1991-03-09 / 海老名香葉子 "
哆啦美与阿拉拉·少年山贼团,7.3,(15人评分),,"
1991年3月9日 "
バイオレンス劇画 新・堕靡泥の星 淫魔伝説,,(少于10人评分),,"
1话 / 1991/03/08 "
云端之上,5.3,(14人评分),,"
2话 / 1991年3月8日 / 関田修 / 本宫ひろ志 / 遠藤栄一 "
サムライダー,,(少于10人评分),,"
1话 / 1991-02-22 "
搜兽战士,,(少于10人评分),,"
1话 / 1991/02/22 / 今沢哲男 "
巫术,,(少于10人评分),,"
1话 / 1991-2-20 / 須田PIN "
装甲拯救队,,,,"
50话 / 1991年2月19日 "
斯大林主义在波西米亚的终结,,(少于10人评分),,"
1991-02-13 / Jan Švankmajer "
盖塔号,,(少于10人评分),,"
50话 / 1991年2月11日 / 永井豪、石川賢 "
シャコタン★ブギ　あの娘とスキャンダル,,,,"
1话 / 1991年2月6日 / 楠みちはる / 堀内博之 "
太阳勇者,,(少于10人评分),,"
48话 / 1991年2月2日 / 谷田部勝義 / 矢立肇 / 植田均 "
小美人鱼冒险传奇,,(少于10人评分),,"
26话 / 1991-02-02 "
朱古力小灵精,,,,"
200话 / 1991-01-28 / 岡崎稔 / わたなべめぐみ 「よわむしおばけ」 / 原ゆたか、今沢恵子 "
ファントム勇者伝説,,(少于10人评分),,"
1话 / 1991年1月24日 / 出崎哲 / 竹島将 / 清水恵蔵 "
好色一代男,7.0,(31人评分),,"
1话 / 1991年1月18日 "
崔普一家物语,,(少于10人评分),,"
40话 / 1991-01-13 "
娱乐金鱼眼,7.2,(32人评分),,"
54话 / 1991年1月12日 "
おれは直角,,,,"
36话 / 1991年1月5日 "
青葱岁月,,,,"
26话 / 1991年1月5日 "
睡仙,,(少于10人评分),,"
1话 / 1991年1月2日 / Paul Berry "
修罗之介斩魔剑 死镰纹之男,6.3,(15人评分),,"
1话 / 1990年12月28日 "
超音战士Borgman Lovers Rain,,(少于10人评分),,"
1话 / 1990-12-27 / 村山靖 "
随风而逝的记忆,6.4,(34人评分),,"
1990-12-22 "
捍卫双警34,6.4,(11人评分),,"
4话 / 1990-12-21 "
サーキットの狼Ⅱ モデナの剣,,(少于10人评分),,"
1话 / 1990-12-21 / 栗山美秀 "
新梦猎人丽梦,,(少于10人评分),,"
2话 / 1990-12-16 "
樱桃小丸子 电影版 友情岁月,7.5,(15人评分),,"
1990年12月15日 "
魔物猎人妖子,5.9,(14人评分),,"
6话 / 1990年12月1日 "
超级美味厨师,,(少于10人评分),,"
1话 / 1990年12月1日 "
机动警察 OVA2,8.2,(168人评分),199,"
16话 / 1990年11月22日 / 吉永尚之 / 高田明美 "
大个子,,(少于10人评分),,"
10话 / 1990年11月22日 "
胡桃钳王子,,,,"
1话 / 1990-11-21 / Paul Schibli "
ころがし涼太,,(少于10人评分),,"
3话 / 1990-11-21 / 落合正宗、亜川兆央 "
亚人战士,,(少于10人评分),,"
1990年11月17日 / 冨永恒雄 / 川又千秋 "
乞丐王子,,,,"
1990-11-16 / George Scribner "
救难小英雄澳洲历险记,,(少于10人评分),,"
1990年11月16日 / Hendel Butoy / 迈克 加布里尔 (Mike Gabriel) "
乱马1/2 热斗歌合战,6.6,(18人评分),,"
2话 / 1990年11月7日 "
伏魔小王子,,(少于10人评分),,"
39话 / 1990年11月5日 / はしもとなおと、黒田昌郎 / 和田慎二 / 白梅進、櫻井美知代 "
新空手道地狱变,,(少于10人评分),,"
2话 / 1990年11月1日 "
OL改造讲座,,(少于10人评分),,"
1990年11月1日 "
THE八犬传,7.3,(34人评分),,"
6话 / 1990年10月25日 "
安琪儿,5.1,(21人评分),,"
1话 / 1990年10月25日 / 遊人 "
押忍！！空手部,,(少于10人评分),,"
4话 / 1990年10月21日 / 関田修 "
江户小捕快,,,,"
24话 / 1990年10月19日 "
三眼神童,7.3,(293人评分),1300,"
48话 / 1990年10月18日 / うえだひでひと / 手塚治虫 / 宇田川一彦 "
龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~,7.2,(81人评分),1466,"
1话 / 1990年10月17日 "
辛普森一家 第二季,6.7,(11人评分),,"
22话 / 1990-10-11 "
八百八町表里 化妆师,,,,"
16话 / 1990-10-09 "
新桃太郎传说,6.5,(12人评分),,"
24话 / 1990年10月8日 / さくまあきら "
至尊勇者,,(少于10人评分),,"
50话 / 1990年10月6日 / 石蔵武（1話〜24話）､なみきまさと（25話〜50話） / 小早川薫 / 辻初樹 "
机甲武士剑,,(少于10人评分),,"
50话 / 1990年10月3日 "
星座宫神话,,(少于10人评分),,"
1话 / 1990-10-01 "
魔兽战线,,(少于10人评分),,"
3话 / 1990年10月1日 "
ふくやま劇場,,(少于10人评分),,"
1话 / 1990-9-27 "
冒险! 伊克萨3,5.7,(11人评分),,"
6话 / 1990年9月25日 / 平野俊弘 / 平野俊弘 / 平野俊弘 "
天上篇 宇宙皇子,,(少于10人评分),,"
1990年9月22日 "
地球超人,6.3,(41人评分),,"
113话 / 1990-09-15 "
变幻退魔夜行 迦楼罗漫舞～仙台小芥子怨歌～,,(少于10人评分),,"
6话 / 1990-09-14 / 石山タカ明 / 永久保貴一 / 井口忠一 "
天天星期天,,(少于10人评分),,"
6话 / 1990-09-10 / うえだひでひと
五月女有作 "
小小汤姆与杰利,7.2,(20人评分),,"
65话 / 1990-09-08 "
100%,,(少于10人评分),,"
1话 / 1990-09-07 / 松本佳久 "
小魔星,,,,"
87话 / 1990年9月2日 / 江川達也 "
「エイジ」,,(少于10人评分),,"
1990年8月25日 "
城市猎人 海滩之战,6.8,(12人评分),,"
1990年8月25日 "
城市猎人 百万美金的阴谋,6.8,(11人评分),,"
1990年8月25日 "
おそ松くん イヤミはひとり風の中,,(少于10人评分),,"
1话 / 1990年8月25日 "
圣剑风云,,(少于10人评分),,"
1990年8月25日 / 藤本ひとみ "
力王 2 毁灭之子,,(少于10人评分),,"
1话 / 1990-08-24 / 鹰匠政彦、猿渡哲也 "
奶油柠檬 森山塔特别篇3 也许是吧,,(少于10人评分),,"
1话 / 1990-08-21 "
百变孙悟空,7.0,(18人评分),,"
54话 / 1990年8月21日 / 이우영, 김일남, 이건설, 정수용 문동연 "
唐老鸭俱乐部电影版：失落的神灯,,(少于10人评分),,"
1990-08-03 "
魔动王 最后的魔法大战,6.6,(35人评分),,"
2话 / 1990年8月2日 "
SHOCKING PINK GIRL MOMOKO,6.6,(10人评分),,"
2话 / 1990-08-01 "
罗宾汉大冒险,7.6,(15人评分),,"
52话 / 1990年7月29日 / Alexandre Dumas "
鸦天狗卡布都,,(少于10人评分),,"
39话 / 1990年7月29日 "
天外魔境 自来也胧变,,(少于10人评分),,"
2话 / 1990年7月27日 / 広井王子 "
クロがいた夏,,(少于10人评分),,"
1990年7月26日 / 白土武 / 中沢啓治 "
女戦士エフェ&ジーラ グーデの紋章,,(少于10人评分),,"
1话 / 1990年7月23日 / 菊池一仁 / ひかわ玲子 "
A子计划 外传,5.9,(14人评分),,"
2话 / 1990年7月21日 "
奶油柠檬 亚麻木硅特别篇 樱桃般的忧郁,,(少于10人评分),,"
1话 / 1990-07-21 "
ハローキティのおやゆびひめ,,(少于10人评分),,"
1990年7月21日 "
鲁邦三世：海明威手稿之谜,7.0,(31人评分),,"
1话 / 1990年7月20日 "
それいけ!アンパンマン おむすびまん,,,,"
1990年7月14日 "
PINK,,(少于10人评分),,"
1990年7月7日 / 芦田豊雄 / 鳥山明 "
龙珠Z 地球争霸战,6.7,(73人评分),2293,"
1990年7月7日 / 鳥山明 "
剑之介少爷,,(少于10人评分),,"
1990年7月7日 / 岡崎稔 "
YJ版柠檬天使,,(少于10人评分),,"
2话 / 1990-07-06 "
藤子不二雄Aの夢魔子,,(少于10人评分),,"
1话 / 1990年7月3日 / くにとしろう / 藤子不二雄A "
罗德斯岛战记,7.9,(420人评分),339,"
13话 / 1990年6月30日 / 永丘昭典、牧野滋人、山田勝久、竜大司、水野カズノリ（水野和則）、さかいあきお、川崎博嗣 / 安田均、水野良 "
绿山高校甲子园編,,(少于10人评分),,"
1990年6月30日 / 池田成 / 桑沢篤夫 "
ミルキィ パッション 道玄坂・愛の城,,(少于10人评分),,"
1990/06/23 / 今西隆志 / 今西隆志 "
聖ミカエラ学園漂流記,6.2,(10人评分),,"
2话 / 1990/06/22 "
战国武将列传 爆风童子必杀人,,(少于10人评分),,"
3话 / 1990年6月22日 "
奶油柠檬 唯登诗树特别篇 欧洲印象,,(少于10人评分),,"
1话 / 1990/06/21 "
机动刑事808,7.1,(31人评分),,"
3话 / 1990年6月21日 / 川尻善昭 / 川尻善昭、浜崎博嗣、三原三千夫、小曽根正美 "
校内写生,6.3,(22人评分),,"
3话 / 1990-05-25 "
八神君的家庭事件,6.0,(21人评分),,"
3话 / 1990-5-25 "
绿野原迷宫,5.3,(20人评分),,"
1话 / 1990年5月25日 / 垣野内成美 / 星野架名 / 垣野内成美 "
妖兽教室,5.6,(19人评分),,"
6话 / 1990年5月25日 "
AD.特警,6.7,(10人评分),,"
3话 / 1990年5月25日 "
ごっくんドール 超次元ピッコちゃん登場!!,,(少于10人评分),,"
1话 / 1990-05-24 "
欢欢仙子,,(少于10人评分),,"
47话 / 1990年5月2日 "
走れ！白いオオカミ,,(少于10人评分),,"
1990年4月28日 / 前田康夫 / メル・エリス / 対木重次  "
イケナイBOY,,(少于10人评分),,"
1话 / 1990/04/27 / 内田祐司 / 須磨ヨシヒロ / 高橋敏雄 "
抱かれたい女,,(少于10人评分),,"
2话 / 1990年4月27日 "
越野旅程,,(少于10人评分),,"
2话 / 1990-04-27 "
B・B BURNING BLOOD,,(少于10人评分),,"
3话 / 1990年4月25日 / 出崎統 / 石渡治 / 杉野昭夫 "
白鸟丽子,,(少于10人评分),,"
1话 / 1990-04-25 "
鬼丸 戦場に駆ける五つの青春,,(少于10人评分),,"
1话 / 1990年4月25日 / 出崎哲 / 出崎哲 / 小林ゆかり "
SD高达外传,,(少于10人评分),,"
4话 / 1990年4月25日 "
猛烈太郎,,(少于10人评分),,"
34话 / 1990年4月21日 / 赤塚不二夫 "
男树,,(少于10人评分),,"
3话 / 1990年4月14日 / 山崎理 / 本宮ひろ志 "
ヘヴィ,,(少于10人评分),,"
1990年4月14日 / 石黒昇 / 村上もとか "
蓝宝石之谜,8.0,(786人评分),203,"
39话 / 1990年4月13日 / 樋口真嗣（第23 - 39話） "
姆明一族,7.2,(37人评分),,"
78话 / 1990年4月12日 "
NG骑士柠檬汽水&40,7.7,(21人评分),,"
38话 / 1990年4月6日 / ねぎしひろし / 斉藤卓也 "
オバタリアン,,,,"
1话 / 1990年4月3日 "
偶像天使阳子,,(少于10人评分),,"
43话 / 1990年4月2日 "
たいまんぶるうす レディース編 真由美,,(少于10人评分),,"
2话 / 1990/04/01 / 出崎哲 / 古沢優 / 小林ゆかり "
藤子・F・不二雄的科幻短篇剧场,,(少于10人评分),,"
11话 / 1990年4月1日 / 望月智充 / 藤子・F・不二雄 "
スーパーリアル麻雀,,(少于10人评分),,"
2话 / 1990-03-25 "
花之飞鸟组,,(少于10人评分),,"
1话 / 1990-3-23 "
暗黑武神传,,(少于10人评分),,"
3话 / 1990-03-23 "
如风如云,6.6,(25人评分),,"
1话 / 1990年3月21日 "
卡罗尔,4.4,(11人评分),,"
1990年3月21日 / 出崎哲 "
卡罗尔,4.4,(11人评分),,"
1990年3月21日 / 出崎哲 "
祖先大人万万岁 剧场版,7.2,(11人评分),,"
1990年3月19日 "
龙珠Z 世上最强之人,6.4,(59人评分),2707,"
1990年3月10日 / 鳥山明 "
大雄与动物行星,7.3,(115人评分),1259,"
1990年3月10日 "
大耳鼠 爱莉活动大写真,,,,"
1990年3月10日 "
魔神英雄传2,7.5,(592人评分),867,"
46话 / 1990年3月9日 / 井内秀治 / 矢立肇、広井王子 / 芦田豊雄 "
拳斗士,,(少于10人评分),,"
3话 / 1990/03/05 / 島谷陽一郎 / 司敬 "
楳图一雄的诅咒,5.9,(15人评分),,"
2话 / 1990年03月01日 "
ガデュリン,,(少于10人评分),,"
1话 / 1990年3月1日 "
恶魔人 妖鸟死丽濡篇,7.1,(91人评分),1576,"
1话 / 1990年2月25日 "
気ままにアイドル,,(少于10人评分),,"
1话 / 1990年2月25日 / 佐藤順一 / 小谷憲一 "
1+2=Paradise,5.7,(16人评分),,"
2话 / 1990-02-23 / 上村純子 "
勇者凯撒,6.9,(11人评分),,"
48话 / 1990年2月3日 / 谷田部勝義 / 矢立肇 / 平岡正幸 "
殺人切符はハート色,,(少于10人评分),,"
1话 / 1990年2月3日 / 杉山卓 / 山浦弘靖 "
忍者猫,,(少于10人评分),,"
54话 / 1990年2月1日 "
江口寿史のNANTOKA NARUDESHO!,,(少于10人评分),,"
1话 / 1990-01-25 / 河崎実 "
银河女警花 005班机阴谋,,(少于10人评分),,"
1话 / 1990年1月25日 "
长腿叔叔,7.2,(13人评分),,"
40话 / 1990年1月14日 "
暗黑神话,,(少于10人评分),,"
2话 / 1990-01-13 "
俏皮小公主,,(少于10人评分),,"
49话 / 1990年1月9日 "
樱桃小丸子,7.4,(376人评分),1109,"
142话 / 1990年1月7日 "
平成天才傻鹏,,,,"
46话 / 1990年1月6日 "
敌人是海盗- 猫们的飨宴,,(少于10人评分),,"
6话 / 1989年12月26日 / 山田勝久 / 神林長平 / 後藤隆幸 "
银河女战士 地球章,,,,"
3话 / 1989年12月25日 / 秋山勝仁 "
のりピーちゃん,,,,"
3话 / 1989/12/25 "
漂亮男孩,6.0,(37人评分),,"
1话 / 1989年12月22日 "
怪力少女,6.6,(26人评分),,"
2话 / 1989月12月21日 / 知吹愛弓 / ゆうきまさみ "
手天童子,,(少于10人评分),,"
4话 / 1989年12月21日 "
辛普森一家 第一季,7.7,(47人评分),,"
13话 / 1989年12月17日 "
超兽机神断空我 白热之终章,,(少于10人评分),,"
4话 / 1989年12月16日 / 只野和子 "
暴力剧画 堕靡泥之星,,(少于10人评分),,"
4话 / 1989-12-05 "
勇者斗恶龙,,(少于10人评分),,"
43话 / 1989年12月2日 "
搞怪刑事 OVA,,(少于10人评分),,"
1话 / 1989-11-24 "
青之炎,,(少于10人评分),,"
1话 / 1989年11月24日 / 石黒昇 / 柳沢きみお "
冒险亦佳期,,(少于10人评分),,"
3话 / 1989年11月21日 "
伊苏,5.9,(38人评分),,"
7话 / 1989年11月21日 "
小美人鱼,7.2,(131人评分),1462,"
1989-11-14 "
あの子に1000%,,(少于10人评分),,"
1话 / 1989年11月14日 "
オリジナル C・V・P モモコ,,(少于10人评分),,"
2话 / 1989/11/10 "
魔狩人,,(少于10人评分),,"
1话 / 1989-11-08 / 岡本有樹郎 "
檀ふみのおはなしチャンネル,,,,"
5话 / 1989-11-05 "
伊势湾台风物语,,,,"
1989-11-4 "
胆小猫,,,,"
1989-11-03 / Paul Claerhout "
大耳鼠,,(少于10人评分),,"
112话 / 1989年11月2日 "
圣兽机Guardian,,(少于10人评分),,"
1话 / 1989年11月1日 / 大畑晃一 / 山形厚史 "
超人洛克 Lord Leon,,(少于10人评分),,"
3话 / 1989年10月25日 "
惑星,,(少于10人评分),,"
1989-10-21 "
乱马1/2 热斗篇,7.4,(153人评分),991,"
143话 / 1989年10月20日 "
圣战士罗宾,,(少于10人评分),,"
50话 / 1989年10月19日 / 奥脇雅晴 / 前田実、平山智、山本天志、竹内一義 "
超时空游侠,,(少于10人评分),,"
39话 / 1989年10月19日 / 湯山邦彦 / 芦田豊雄 "
小松左京动画剧场,,,,"
24话 / 1989年10月18日 "
かりあげクン,,,,"
59话 / 1989-10-17 "
以柔克刚,,(少于10人评分),,"
124话 / 1989年10月16日 / ときたひろこ / 浦沢直樹 "
搞怪刑事,,,,"
22话 / 1989-10-16 "
城市猎人3,7.5,(24人评分),,"
13话 / 1989年10月15日 "
樱桃方程式,,(少于10人评分),,"
1话 / 1989-10-14 "
海暗月影,,(少于10人评分),,"
3话 / 1989年10月14日 "
シートン動物記,,,,"
45话 / 1989-10-14 "
時光巡逻队,,,,"
1话 / 1989年10月14日 "
森林大帝,6.8,(24人评分),,"
52话 / 1989年10月12日 "
机动警察,8.0,(391人评分),246,"
47话 / 1989年10月11日 / 吉永尚之 / ヘッドギア "
黑色推销员,,(少于10人评分),,"
104话 / 1989年10月10日 "
史比夫和赫克里斯,,,,"
37话 / 1989年10月9日 "
森林王子 少年毛克利,,(少于10人评分),,"
52话 / 1989年10月09日 "
魔法使莎莉 第二季,,,,"
90话 / 1989年10月9日 "
魔神坛斗士 辉煌帝传说,7.0,(23人评分),,"
4话 / 1989年10月8日 "
野犬奇兵,,(少于10人评分),,"
1话 / 1989/10/08 / 江幡宏之 / 猿渡哲也 "
A子计划4 完结篇,5.9,(12人评分),,"
1话 / 1989年10月7日 "
寒月一凍悪霊斬り,,(少于10人评分),,"
2话 / 1989-10-05 / 出崎哲 / 谷恒生 "
